% Data generated on Wed Nov 18 22:18:18 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE y8 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
0.03,-0.01,-0.46,-0.05,-0.66,-0.55,0.13,-3.55,-0.94,1.60,-1.60,-1.39,1.34,2.46,0.54,-0.34,3.10,1.95,-0.66,2.06,0.82,1.28,0.09,-0.31,NOT_EX
1.34,2.46,0.54,-0.34,3.10,1.95,-0.66,2.06,0.82,1.28,0.09,-0.31,0.42,-4.36,-4.13,2.14,-1.47,-0.99,0.03,-0.08,-0.23,-0.07,-0.11,-0.32,NOT_EX
0.42,-4.36,-4.13,2.14,-1.47,-0.99,0.03,-0.08,-0.23,-0.07,-0.11,-0.32,-0.32,-0.20,-0.37,-0.48,-0.58,-0.18,-0.07,-2.75,-1.13,-1.50,-3.29,-0.71,NOT_EX
-0.32,-0.20,-0.37,-0.48,-0.58,-0.18,-0.07,-2.75,-1.13,-1.50,-3.29,-0.71,0.99,2.93,-0.47,-0.36,3.26,0.87,-0.33,2.21,0.83,-0.82,0.70,1.14,NOT_EX
0.99,2.93,-0.47,-0.36,3.26,0.87,-0.33,2.21,0.83,-0.82,0.70,1.14,0.44,-2.04,-1.04,1.90,0.28,-0.89,0.55,0.08,-0.42,0.78,0.25,-0.51,NOT_EX
0.44,-2.04,-1.04,1.90,0.28,-0.89,0.55,0.08,-0.42,0.78,0.25,-0.51,0.33,0.10,-0.32,0.08,-0.47,-0.22,0.44,-2.90,-0.70,1.29,-3.94,-2.74,NOT_EX
0.33,0.10,-0.32,0.08,-0.47,-0.22,0.44,-2.90,-0.70,1.29,-3.94,-2.74,0.89,2.22,1.77,-1.10,3.04,0.63,-0.12,1.39,1.12,-1.64,0.55,-0.13,NOT_EX
0.89,2.22,1.77,-1.10,3.04,0.63,-0.12,1.39,1.12,-1.64,0.55,-0.13,0.49,0.02,-0.58,-0.10,-1.44,-3.11,-0.21,-0.23,0.19,-0.46,-0.16,0.10,NOT_EX
0.49,0.02,-0.58,-0.10,-1.44,-3.11,-0.21,-0.23,0.19,-0.46,-0.16,0.10,-0.92,-0.22,0.30,-0.16,-0.07,0.21,0.22,0.05,-0.35,-0.27,0.21,-0.81,NOT_EX
-0.92,-0.22,0.30,-0.16,-0.07,0.21,0.22,0.05,-0.35,-0.27,0.21,-0.81,-0.54,0.54,-0.78,-1.50,0.59,-1.35,-2.71,0.97,-2.36,-2.61,2.70,-2.47,NOT_EX
-0.54,0.54,-0.78,-1.50,0.59,-1.35,-2.71,0.97,-2.36,-2.61,2.70,-2.47,-2.38,2.56,-3.37,-1.39,1.49,-1.93,-0.60,0.83,-1.18,-1.10,0.53,-1.09,NOT_EX
-2.38,2.56,-3.37,-1.39,1.49,-1.93,-0.60,0.83,-1.18,-1.10,0.53,-1.09,0.52,-0.06,-0.06,-0.56,-0.06,-0.89,-0.18,-0.09,-0.20,0.10,0.08,-0.15,NOT_EX
0.52,-0.06,-0.06,-0.56,-0.06,-0.89,-0.18,-0.09,-0.20,0.10,0.08,-0.15,-0.06,0.04,-0.14,-0.09,0.04,-0.13,-0.15,-1.00,-0.24,0.44,-4.29,-0.52,NOT_EX
-0.06,0.04,-0.14,-0.09,0.04,-0.13,-0.15,-1.00,-0.24,0.44,-4.29,-0.52,-3.44,-0.67,-0.11,-2.01,2.73,1.46,-0.88,2.54,0.93,-0.27,1.15,0.61,NOT_EX
-3.44,-0.67,-0.11,-2.01,2.73,1.46,-0.88,2.54,0.93,-0.27,1.15,0.61,0.22,0.46,-0.59,0.36,-0.17,-2.17,-1.79,-0.79,0.49,0.06,-0.05,-0.15,NOT_EX
0.22,0.46,-0.59,0.36,-0.17,-2.17,-1.79,-0.79,0.49,0.06,-0.05,-0.15,0.17,-0.07,-0.49,0.18,-0.02,-0.58,0.03,-0.60,-0.31,-0.40,-2.60,-0.45,NOT_EX
0.17,-0.07,-0.49,0.18,-0.02,-0.58,0.03,-0.60,-0.31,-0.40,-2.60,-0.45,3.58,-4.02,-3.86,1.36,1.87,-0.00,1.74,1.85,3.03,-0.32,1.68,1.12,NOT_EX
3.58,-4.02,-3.86,1.36,1.87,-0.00,1.74,1.85,3.03,-0.32,1.68,1.12,-0.39,1.27,0.44,1.33,0.89,-1.84,1.16,-1.12,-0.86,0.12,0.00,-0.19,NOT_EX
-0.39,1.27,0.44,1.33,0.89,-1.84,1.16,-1.12,-0.86,0.12,0.00,-0.19,1.11,0.23,-0.83,0.37,0.11,-0.73,-0.17,-0.29,-0.43,-0.15,-2.09,-0.59,NOT_EX
1.11,0.23,-0.83,0.37,0.11,-0.73,-0.17,-0.29,-0.43,-0.15,-2.09,-0.59,0.14,-5.02,-1.96,-2.34,-0.96,0.43,-1.28,3.50,0.96,-0.54,2.39,1.05,NOT_EX
0.14,-5.02,-1.96,-2.34,-0.96,0.43,-1.28,3.50,0.96,-0.54,2.39,1.05,-1.14,0.77,-0.01,-0.08,-4.61,-2.23,0.63,-0.51,-0.59,0.28,0.00,-0.37,NOT_EX
-1.14,0.77,-0.01,-0.08,-4.61,-2.23,0.63,-0.51,-0.59,0.28,0.00,-0.37,-0.01,-0.04,-0.34,-0.29,-0.22,-0.50,0.05,-1.07,-0.21,-0.61,-4.69,-1.16,NOT_EX
-0.01,-0.04,-0.34,-0.29,-0.22,-0.50,0.05,-1.07,-0.21,-0.61,-4.69,-1.16,0.11,1.66,-0.03,-1.22,3.13,1.13,-0.67,2.92,1.68,-0.67,0.67,1.80,NOT_EX
0.11,1.66,-0.03,-1.22,3.13,1.13,-0.67,2.92,1.68,-0.67,0.67,1.80,0.07,0.32,-0.29,-0.57,-0.16,1.75,1.53,-0.13,-0.49,0.45,0.12,-0.31,NOT_EX
0.07,0.32,-0.29,-0.57,-0.16,1.75,1.53,-0.13,-0.49,0.45,0.12,-0.31,-0.09,0.04,-0.08,0.14,0.04,-0.43,-0.27,-0.51,-0.46,-0.53,-2.55,-0.47,NOT_EX
-0.09,0.04,-0.08,0.14,0.04,-0.43,-0.27,-0.51,-0.46,-0.53,-2.55,-0.47,0.85,-0.27,-0.95,0.32,2.43,0.66,0.75,2.16,2.35,1.06,-0.41,2.86,NOT_EX
0.85,-0.27,-0.95,0.32,2.43,0.66,0.75,2.16,2.35,1.06,-0.41,2.86,1.24,-2.38,4.02,2.18,-3.27,3.63,4.64,3.85,-1.67,-0.43,-0.31,-0.26,NOT_EX
1.24,-2.38,4.02,2.18,-3.27,3.63,4.64,3.85,-1.67,-0.43,-0.31,-0.26,-0.55,-0.20,0.28,1.19,0.20,-0.33,0.10,-0.08,0.14,0.21,-0.03,0.10,NOT_EX
-0.55,-0.20,0.28,1.19,0.20,-0.33,0.10,-0.08,0.14,0.21,-0.03,0.10,0.13,-0.05,-0.04,-0.21,-0.25,0.01,0.58,-0.45,0.69,3.03,-0.57,3.78,NOT_EX
0.13,-0.05,-0.04,-0.21,-0.25,0.01,0.58,-0.45,0.69,3.03,-0.57,3.78,1.65,-0.28,2.28,0.28,-0.54,1.10,2.02,1.97,-1.77,-0.28,0.28,0.19,NOT_EX
1.65,-0.28,2.28,0.28,-0.54,1.10,2.02,1.97,-1.77,-0.28,0.28,0.19,0.33,0.06,-0.10,0.13,0.01,-0.04,0.01,-0.06,0.08,0.29,-0.01,-0.03,NOT_EX
0.33,0.06,-0.10,0.13,0.01,-0.04,0.01,-0.06,0.08,0.29,-0.01,-0.03,0.86,0.14,-0.04,0.34,0.08,0.05,0.13,-0.03,-0.14,0.15,0.03,-0.14,NOT_EX
0.86,0.14,-0.04,0.34,0.08,0.05,0.13,-0.03,-0.14,0.15,0.03,-0.14,-0.08,0.02,-0.01,0.02,-0.03,-0.03,-0.12,-0.01,-0.01,0.14,-0.03,-0.05,NOT_EX
-0.08,0.02,-0.01,0.02,-0.03,-0.03,-0.12,-0.01,-0.01,0.14,-0.03,-0.05,0.01,-0.00,-0.00,0.12,0.04,-0.07,-0.20,-0.02,-0.05,-0.08,-0.08,0.03,NOT_EX
0.01,-0.00,-0.00,0.12,0.04,-0.07,-0.20,-0.02,-0.05,-0.08,-0.08,0.03,0.12,0.04,-0.03,0.32,-0.01,-0.24,0.32,0.12,-0.13,0.09,0.03,-0.01,NOT_EX
0.12,0.04,-0.03,0.32,-0.01,-0.24,0.32,0.12,-0.13,0.09,0.03,-0.01,-0.06,0.08,-0.03,-0.32,-0.01,0.10,-0.34,-1.77,-0.24,0.08,-2.90,-1.11,NOT_EX
-0.06,0.08,-0.03,-0.32,-0.01,0.10,-0.34,-1.77,-0.24,0.08,-2.90,-1.11,-0.38,1.56,0.23,-0.54,1.96,0.82,-0.03,0.22,1.02,0.51,0.42,0.22,NOT_EX
-0.38,1.56,0.23,-0.54,1.96,0.82,-0.03,0.22,1.02,0.51,0.42,0.22,-1.01,-3.53,-0.71,-0.27,-0.32,-0.12,0.12,0.01,-0.29,0.16,0.01,-0.23,NOT_EX
-1.01,-3.53,-0.71,-0.27,-0.32,-0.12,0.12,0.01,-0.29,0.16,0.01,-0.23,0.03,-0.15,-0.42,-0.38,-0.92,-0.23,-0.52,-2.46,-0.31,0.33,-5.93,-2.23,NOT_EX
0.03,-0.15,-0.42,-0.38,-0.92,-0.23,-0.52,-2.46,-0.31,0.33,-5.93,-2.23,0.97,3.29,-0.30,0.84,3.51,-0.31,-0.47,2.19,1.33,-0.05,0.84,-0.14,NOT_EX
0.97,3.29,-0.30,0.84,3.51,-0.31,-0.47,2.19,1.33,-0.05,0.84,-0.14,1.27,-2.02,-0.98,1.13,0.11,-1.09,0.41,0.13,-0.17,-0.05,-0.07,-0.12,NOT_EX
1.27,-2.02,-0.98,1.13,0.11,-1.09,0.41,0.13,-0.17,-0.05,-0.07,-0.12,-0.03,-0.16,-0.27,0.04,-0.56,-0.39,0.20,-3.03,-0.67,1.19,-5.00,-2.01,NOT_EX
-0.03,-0.16,-0.27,0.04,-0.56,-0.39,0.20,-3.03,-0.67,1.19,-5.00,-2.01,3.60,2.96,0.62,0.65,2.64,1.63,0.14,2.05,1.61,-0.62,0.38,1.05,NOT_EX
3.60,2.96,0.62,0.65,2.64,1.63,0.14,2.05,1.61,-0.62,0.38,1.05,0.99,-0.58,-0.81,-0.23,-1.03,-0.99,-0.24,-0.18,0.37,-0.42,-0.10,-0.04,NOT_EX
0.99,-0.58,-0.81,-0.23,-1.03,-0.99,-0.24,-0.18,0.37,-0.42,-0.10,-0.04,-0.17,-0.10,-0.31,-0.21,-0.18,-0.35,-0.68,-2.07,-0.38,0.51,-5.90,-2.84,NOT_EX
-0.17,-0.10,-0.31,-0.21,-0.18,-0.35,-0.68,-2.07,-0.38,0.51,-5.90,-2.84,1.55,2.84,-1.20,-1.09,3.27,1.39,-0.99,2.74,0.32,-2.07,0.00,1.62,NOT_EX
1.55,2.84,-1.20,-1.09,3.27,1.39,-0.99,2.74,0.32,-2.07,0.00,1.62,-0.35,-0.07,-0.88,-0.09,-0.04,-0.78,0.16,0.01,-0.26,0.25,0.10,-0.25,NOT_EX
-0.35,-0.07,-0.88,-0.09,-0.04,-0.78,0.16,0.01,-0.26,0.25,0.10,-0.25,0.09,-0.06,-0.22,-0.14,-0.45,-0.45,0.01,-1.25,-0.42,0.53,-5.70,-1.74,NOT_EX
0.09,-0.06,-0.22,-0.14,-0.45,-0.45,0.01,-1.25,-0.42,0.53,-5.70,-1.74,0.93,2.22,-0.19,-0.07,3.34,1.71,-0.30,1.99,1.46,-1.03,0.87,0.47,NOT_EX
0.93,2.22,-0.19,-0.07,3.34,1.71,-0.30,1.99,1.46,-1.03,0.87,0.47,-0.21,-0.05,-0.28,0.31,-3.41,-2.16,1.37,0.18,-0.38,0.21,-0.01,-0.14,NOT_EX
-0.21,-0.05,-0.28,0.31,-3.41,-2.16,1.37,0.18,-0.38,0.21,-0.01,-0.14,-0.22,-0.03,-0.04,-0.34,-0.03,-0.12,-0.45,-0.05,-0.47,-0.66,0.27,-0.50,NOT_EX
-0.22,-0.03,-0.04,-0.34,-0.03,-0.12,-0.45,-0.05,-0.47,-0.66,0.27,-0.50,-1.21,-0.19,-0.60,-2.24,0.83,-1.51,-1.76,4.16,-3.57,-2.71,2.46,-3.45,NOT_EX
-1.21,-0.19,-0.60,-2.24,0.83,-1.51,-1.76,4.16,-3.57,-2.71,2.46,-3.45,-0.22,1.10,-1.54,-0.49,1.22,-1.85,-0.90,0.50,-1.29,-1.33,0.85,-1.07,NOT_EX
-0.22,1.10,-1.54,-0.49,1.22,-1.85,-0.90,0.50,-1.29,-1.33,0.85,-1.07,0.75,-1.30,-0.30,-1.24,-0.40,-0.25,-0.16,0.01,0.04,0.35,0.11,-0.31,NOT_EX
0.75,-1.30,-0.30,-1.24,-0.40,-0.25,-0.16,0.01,0.04,0.35,0.11,-0.31,-0.09,0.03,-0.18,-0.15,-0.20,-0.23,-0.34,-0.53,-0.32,-0.57,-1.47,-0.04,NOT_EX
-0.09,0.03,-0.18,-0.15,-0.20,-0.23,-0.34,-0.53,-0.32,-0.57,-1.47,-0.04,0.30,-5.29,-1.29,0.10,2.38,-0.99,-1.38,3.20,0.26,-0.67,2.04,0.94,NOT_EX
0.30,-5.29,-1.29,0.10,2.38,-0.99,-1.38,3.20,0.26,-0.67,2.04,0.94,-0.07,0.55,1.37,1.20,0.18,-0.66,1.49,-3.45,-2.61,1.32,0.16,-0.39,NOT_EX
-0.07,0.55,1.37,1.20,0.18,-0.66,1.49,-3.45,-2.61,1.32,0.16,-0.39,0.14,-0.07,-0.30,0.04,0.08,-0.22,0.08,0.01,-0.38,-0.12,-0.56,-0.39,NOT_EX
0.14,-0.07,-0.30,0.04,0.08,-0.22,0.08,0.01,-0.38,-0.12,-0.56,-0.39,-0.22,-2.30,-0.17,0.03,-5.79,-0.82,0.82,1.95,0.40,0.59,2.62,1.43,NOT_EX
-0.22,-2.30,-0.17,0.03,-5.79,-0.82,0.82,1.95,0.40,0.59,2.62,1.43,0.43,1.26,2.56,-2.27,1.64,0.39,-0.21,0.09,-1.23,2.10,-0.27,-1.65,NOT_EX
0.43,1.26,2.56,-2.27,1.64,0.39,-0.21,0.09,-1.23,2.10,-0.27,-1.65,-0.49,-0.17,-0.20,-0.08,0.03,-0.18,-0.08,-0.04,-0.29,-0.48,-0.36,-0.49,NOT_EX
-0.49,-0.17,-0.20,-0.08,0.03,-0.18,-0.08,-0.04,-0.29,-0.48,-0.36,-0.49,-0.42,-1.66,-0.25,-0.74,-4.77,-1.21,2.20,2.96,-0.44,-0.29,3.94,1.05,NOT_EX
-0.42,-1.66,-0.25,-0.74,-4.77,-1.21,2.20,2.96,-0.44,-0.29,3.94,1.05,-0.34,2.40,1.23,-0.57,0.25,1.94,0.04,-0.22,-0.80,0.81,0.20,-1.01,NOT_EX
-0.34,2.40,1.23,-0.57,0.25,1.94,0.04,-0.22,-0.80,0.81,0.20,-1.01,-0.04,-0.04,-0.21,-0.08,0.03,-0.20,-0.14,-0.04,-0.23,-0.07,-0.20,-0.59,NOT_EX
-0.04,-0.04,-0.21,-0.08,0.03,-0.20,-0.14,-0.04,-0.23,-0.07,-0.20,-0.59,-0.22,-1.86,-0.32,-0.08,-5.13,-1.45,0.87,1.75,-0.29,-1.01,2.99,1.50,NOT_EX
-0.22,-1.86,-0.32,-0.08,-5.13,-1.45,0.87,1.75,-0.29,-1.01,2.99,1.50,-0.09,2.32,1.99,0.12,1.40,1.14,-0.01,-1.05,0.13,-0.29,-0.21,-0.35,NOT_EX
-0.09,2.32,1.99,0.12,1.40,1.14,-0.01,-1.05,0.13,-0.29,-0.21,-0.35,0.51,0.09,-0.47,0.01,0.03,-0.19,0.02,0.04,-0.12,0.04,0.07,-0.17,NOT_EX
0.51,0.09,-0.47,0.01,0.03,-0.19,0.02,0.04,-0.12,0.04,0.07,-0.17,0.01,-0.18,-0.31,-0.04,-1.08,-0.36,0.10,-4.48,-0.86,-0.10,0.46,0.56,NOT_EX
0.01,-0.18,-0.31,-0.04,-1.08,-0.36,0.10,-4.48,-0.86,-0.10,0.46,0.56,-0.73,3.36,0.27,0.73,1.25,2.92,1.38,0.19,2.83,3.77,-2.95,3.96,NOT_EX
-0.73,3.36,0.27,0.73,1.25,2.92,1.38,0.19,2.83,3.77,-2.95,3.96,-0.93,0.10,0.18,-0.10,0.11,-0.29,0.11,-0.00,-0.08,0.45,0.07,-0.16,NOT_EX
1.41,-1.35,-3.90,1.81,-0.76,-3.21,1.53,1.22,-3.11,-0.22,3.14,-1.26,-1.41,2.74,-0.07,-2.32,0.30,2.88,-1.33,-1.21,1.60,-3.68,-2.88,1.40,EX_PEAK
0.63,-4.49,-2.15,2.33,-0.31,-4.02,1.95,-0.40,-2.21,-0.96,2.71,-2.13,-0.62,2.96,-0.48,-3.54,0.93,3.00,-1.89,0.44,2.79,-1.19,-1.04,1.93,EX_PEAK
-2.45,-2.98,0.88,0.65,-1.49,-2.11,-0.34,0.26,-3.00,1.92,-0.50,-3.46,-0.89,4.36,-2.76,-0.97,2.31,-0.21,-0.47,1.02,0.33,-2.14,-0.36,3.53,EX_PEAK
0.29,-7.02,-1.55,0.12,0.36,-2.36,-1.04,1.69,-3.26,0.05,1.05,-2.50,-0.49,1.42,-0.63,-0.41,2.24,-0.05,-2.21,1.62,1.08,-0.19,-0.15,1.90,EX_PEAK
-0.28,-2.83,-3.98,2.20,-1.73,-2.38,-1.32,0.85,-1.53,-0.33,1.64,-1.70,-2.28,3.30,-0.05,-2.59,0.78,2.13,-2.14,-0.44,2.78,-4.63,-4.45,1.76,EX_PEAK
-4.63,-4.45,1.76,-2.72,-0.22,0.83,-3.61,3.22,0.70,-2.63,4.24,-1.49,3.71,1.96,-1.73,1.29,3.65,0.25,-0.62,3.40,-0.42,-2.86,1.73,2.15,EX_PEAK
1.08,1.58,-1.09,0.61,2.38,-2.08,0.89,1.69,-2.18,-0.53,1.88,-0.91,-0.98,2.30,-0.02,-1.89,-1.12,3.70,-1.78,-1.21,2.25,-2.84,-2.28,1.29,EX_PEAK
-2.84,-2.28,1.29,-2.30,-0.10,0.68,0.85,1.67,0.09,-1.92,3.22,-0.96,-1.98,3.61,-2.38,-0.27,5.24,-1.76,0.08,2.70,-1.20,-1.32,1.53,0.51,EX_PEAK
-0.66,1.73,0.72,-2.83,1.09,2.59,-1.42,0.07,2.40,-1.97,-2.31,1.80,-0.45,-2.28,0.80,1.41,-1.35,-3.90,1.81,-0.76,-3.21,1.53,1.22,-3.11,EX_TROU
-1.41,2.74,-0.07,-2.32,0.30,2.88,-1.33,-1.21,1.60,-3.68,-2.88,1.40,0.63,-4.49,-2.15,2.33,-0.31,-4.02,1.95,-0.40,-2.21,-0.96,2.71,-2.13,EX_TROU
-3.54,0.93,3.00,-1.89,0.44,2.79,-1.19,-1.04,1.93,-2.45,-2.98,0.88,0.65,-1.49,-2.11,-0.34,0.26,-3.00,1.92,-0.50,-3.46,-0.89,4.36,-2.76,EX_TROU
-0.47,1.02,0.33,-2.14,-0.36,3.53,-1.34,-1.41,1.82,-3.06,-3.78,1.67,0.29,-7.02,-1.55,0.12,0.36,-2.36,-1.04,1.69,-3.26,0.05,1.05,-2.50,EX_TROU
-2.21,1.62,1.08,-0.19,-0.15,1.90,-0.83,-0.95,0.31,-1.23,-1.48,0.99,0.14,-1.84,-0.86,-0.28,-2.83,-3.98,2.20,-1.73,-2.38,-1.32,0.85,-1.53,EX_TROU
-2.28,3.30,-0.05,-2.59,0.78,2.13,-2.14,-0.44,2.78,-4.63,-4.45,1.76,-2.72,-0.22,0.83,-3.61,3.22,0.70,-2.63,4.24,-1.49,3.71,1.96,-1.73,EX_TROU
-0.62,3.40,-0.42,-2.86,1.73,2.15,-2.86,0.29,2.21,-2.61,-2.74,1.06,-0.15,-1.97,-1.17,1.08,1.58,-1.09,0.61,2.38,-2.08,0.89,1.69,-2.18,EX_TROU
-1.89,-1.12,3.70,-1.78,-1.21,2.25,-2.84,-2.28,1.29,-2.30,-0.10,0.68,0.85,1.67,0.09,-1.92,3.22,-0.96,-1.98,3.61,-2.38,-0.27,5.24,-1.76,EX_TROU
0.54,-1.43,3.22,0.47,-1.53,2.77,-0.45,-0.84,1.72,2.04,1.49,1.30,-1.83,1.50,0.49,0.05,2.39,-1.02,-0.17,1.41,-2.78,0.71,-0.01,-0.65,EX_PEAK
-0.15,-1.16,-0.10,0.64,-1.73,-0.10,1.25,-1.26,1.28,0.59,2.37,0.30,0.62,2.04,-0.49,2.10,1.88,-3.27,2.25,-0.52,-3.38,1.13,-1.62,-0.93,EX_PEAK
1.37,-0.14,-0.09,1.35,0.53,0.20,1.08,-0.71,3.37,2.42,0.20,0.83,1.49,2.32,0.65,1.10,2.33,-0.70,0.75,2.04,-3.45,3.35,-0.28,-5.43,EX_PEAK
0.65,-1.99,2.67,1.69,-1.16,3.98,0.67,0.75,1.69,-1.51,3.19,1.40,0.66,2.69,-0.63,1.46,2.12,-2.33,2.70,-0.24,-4.60,1.32,-4.10,1.24,EX_PEAK
-0.47,-1.06,2.23,0.56,-0.96,3.70,0.20,1.95,2.34,0.02,1.74,1.56,1.37,3.15,-0.80,1.43,2.42,-2.74,2.79,-0.83,-3.81,0.05,-2.49,-0.58,EX_PEAK
0.33,-1.46,2.22,-0.04,-0.84,3.03,0.66,1.73,3.56,-0.52,2.13,1.57,0.39,2.35,-0.19,1.64,1.93,-3.16,3.84,-1.28,-4.36,3.64,-4.31,-2.14,EX_PEAK
-0.89,-2.69,0.51,0.64,-2.62,2.93,1.03,-1.12,3.45,2.17,1.14,2.26,1.53,2.64,0.12,1.44,2.06,-1.00,1.64,2.26,-3.14,3.54,-1.38,-3.11,EX_PEAK
2.20,-4.52,1.81,-0.89,-1.26,2.85,-1.16,-1.28,5.44,-1.81,2.90,5.01,1.88,1.74,0.60,-0.44,2.53,0.64,1.15,1.65,-3.84,3.05,0.01,-4.44,EX_PEAK
0.19,1.41,-0.55,-0.56,1.75,-0.09,0.75,1.17,-2.11,2.69,-0.56,-3.18,1.28,-2.92,1.06,0.47,-2.34,1.27,0.54,-1.43,3.22,0.47,-1.53,2.77,EX_TROU
0.71,-0.01,-0.65,1.09,0.33,-0.59,-0.97,-1.42,1.82,-0.15,-1.16,-0.10,0.64,-1.73,-0.10,1.25,-1.26,1.28,0.59,2.37,0.30,0.62,2.04,-0.49,EX_TROU
0.59,2.37,0.30,0.62,2.04,-0.49,2.10,1.88,-3.27,2.25,-0.52,-3.38,1.13,-1.62,-0.93,1.37,-0.14,-0.09,1.35,0.53,0.20,1.08,-0.71,3.37,EX_TROU
1.49,2.32,0.65,1.10,2.33,-0.70,0.75,2.04,-3.45,3.35,-0.28,-5.43,3.57,-4.25,0.36,1.70,-0.81,0.13,0.65,-1.99,2.67,1.69,-1.16,3.98,EX_TROU
0.66,2.69,-0.63,1.46,2.12,-2.33,2.70,-0.24,-4.60,1.32,-4.10,1.24,-0.76,-2.02,0.88,-0.47,-1.06,2.23,0.56,-0.96,3.70,0.20,1.95,2.34,EX_TROU
0.02,1.74,1.56,1.37,3.15,-0.80,1.43,2.42,-2.74,2.79,-0.83,-3.81,0.05,-2.49,-0.58,0.94,-0.38,0.25,0.33,-1.46,2.22,-0.04,-0.84,3.03,EX_TROU
0.39,2.35,-0.19,1.64,1.93,-3.16,3.84,-1.28,-4.36,3.64,-4.31,-2.14,-0.89,-2.69,0.51,0.64,-2.62,2.93,1.03,-1.12,3.45,2.17,1.14,2.26,EX_TROU
1.53,2.64,0.12,1.44,2.06,-1.00,1.64,2.26,-3.14,3.54,-1.38,-3.11,2.44,-5.18,1.12,2.20,-4.52,1.81,-0.89,-1.26,2.85,-1.16,-1.28,5.44,EX_TROU
1.88,1.74,0.60,-0.44,2.53,0.64,1.15,1.65,-3.84,3.05,0.01,-4.44,2.03,-4.54,1.21,-0.96,-2.04,0.48,-0.14,-0.68,2.00,2.86,-2.09,2.93,EX_TROU
-0.06,-1.12,-0.20,0.08,-2.90,0.03,-6.30,-0.88,-1.03,0.43,3.14,-2.21,0.22,3.88,0.99,0.71,1.41,0.38,0.75,0.28,0.95,-0.17,0.95,0.19,NOT_EX
0.22,3.88,0.99,0.71,1.41,0.38,0.75,0.28,0.95,-0.17,0.95,0.19,-0.03,-0.18,-0.15,-0.03,-0.34,-0.17,0.02,-0.68,-0.29,0.27,-1.83,-0.20,NOT_EX
-0.03,-0.18,-0.15,-0.03,-0.34,-0.17,0.02,-0.68,-0.29,0.27,-1.83,-0.20,0.32,-4.66,-0.45,0.32,1.01,-0.62,0.20,3.56,1.94,0.30,3.03,2.18,NOT_EX
0.32,-4.66,-0.45,0.32,1.01,-0.62,0.20,3.56,1.94,0.30,3.03,2.18,0.40,0.82,1.29,3.15,-1.69,-1.50,-0.54,-0.07,-0.22,0.09,-0.08,-0.29,NOT_EX
0.40,0.82,1.29,3.15,-1.69,-1.50,-0.54,-0.07,-0.22,0.09,-0.08,-0.29,0.14,-0.25,-0.32,0.04,-1.21,-0.35,0.90,-4.17,-0.82,-2.78,-0.60,-2.14,NOT_EX
0.14,-0.25,-0.32,0.04,-1.21,-0.35,0.90,-4.17,-0.82,-2.78,-0.60,-2.14,0.66,4.67,2.54,-0.48,3.85,0.19,-0.50,2.14,-0.14,2.57,-4.15,-3.03,NOT_EX
0.66,4.67,2.54,-0.48,3.85,0.19,-0.50,2.14,-0.14,2.57,-4.15,-3.03,-2.53,-0.34,0.70,0.04,-0.10,-0.24,-0.01,-0.35,-0.51,-0.02,-0.68,-0.22,NOT_EX
-2.53,-0.34,0.70,0.04,-0.10,-0.24,-0.01,-0.35,-0.51,-0.02,-0.68,-0.22,0.29,-2.22,-0.08,-0.69,-6.49,0.14,1.21,3.33,-0.23,-1.83,4.37,2.57,NOT_EX
0.29,-2.22,-0.08,-0.69,-6.49,0.14,1.21,3.33,-0.23,-1.83,4.37,2.57,0.05,3.96,1.52,-2.59,-0.18,1.81,-2.10,4.86,2.38,0.17,-0.34,-0.41,NOT_EX
0.05,3.96,1.52,-2.59,-0.18,1.81,-2.10,4.86,2.38,0.17,-0.34,-0.41,0.02,-0.16,-0.27,0.05,-0.25,-0.22,-0.61,-1.76,-0.00,3.65,-0.08,1.92,NOT_EX
0.02,-0.16,-0.27,0.05,-0.25,-0.22,-0.61,-1.76,-0.00,3.65,-0.08,1.92,3.13,0.75,5.59,3.01,-1.17,5.65,1.17,-2.38,2.17,-0.34,-1.07,-0.36,NOT_EX
3.13,0.75,5.59,3.01,-1.17,5.65,1.17,-2.38,2.17,-0.34,-1.07,-0.36,0.07,-0.08,0.10,0.08,-0.05,-0.01,0.06,-0.20,0.04,-0.04,-1.67,-0.82,NOT_EX
