% Data generated on Wed Nov 18 22:18:12 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
1.89,-3.21,-2.64,-0.12,-0.17,-0.37,-0.10,0.00,-0.13,0.12,-0.04,-0.23,-0.15,-0.49,-0.47,0.01,-1.25,-0.42,0.50,-5.62,-1.24,NOT_EX
-0.15,-0.49,-0.47,0.01,-1.25,-0.42,0.50,-5.62,-1.24,1.73,3.01,-0.06,0.01,2.94,1.39,-0.04,1.05,0.77,-0.21,-0.05,-0.28,NOT_EX
1.73,3.01,-0.06,0.01,2.94,1.39,-0.04,1.05,0.77,-0.21,-0.05,-0.28,-0.45,-0.08,2.35,1.58,0.39,-0.44,-0.19,-0.12,-0.00,NOT_EX
-0.45,-0.08,2.35,1.58,0.39,-0.44,-0.19,-0.12,-0.00,-0.24,-0.04,0.01,-0.42,-0.06,-0.29,-0.70,0.25,-0.69,-1.21,-0.19,-0.60,NOT_EX
-0.24,-0.04,0.01,-0.42,-0.06,-0.29,-0.70,0.25,-0.69,-1.21,-0.19,-0.60,-2.24,0.83,-1.51,-2.09,3.91,-3.69,-2.22,2.10,-3.32,NOT_EX
-2.24,0.83,-1.51,-2.09,3.91,-3.69,-2.22,2.10,-3.32,-0.98,0.37,-0.89,-0.63,1.17,-1.86,-1.23,0.90,-1.11,0.75,-1.30,-0.30,NOT_EX
-0.98,0.37,-0.89,-0.63,1.17,-1.86,-1.23,0.90,-1.11,0.75,-1.30,-0.30,-0.71,-0.14,-0.18,0.16,0.02,-0.04,-0.14,0.00,-0.12,NOT_EX
-0.71,-0.14,-0.18,0.16,0.02,-0.04,-0.14,0.00,-0.12,-0.13,0.01,-0.17,-0.32,-0.50,-0.34,-0.53,-1.39,-0.05,0.01,-4.51,-0.96,NOT_EX
-0.13,0.01,-0.17,-0.32,-0.50,-0.34,-0.53,-1.39,-0.05,0.01,-4.51,-0.96,0.10,2.38,-0.99,-1.01,3.33,0.91,-0.27,2.11,1.01,NOT_EX
0.10,2.38,-0.99,-1.01,3.33,0.91,-0.27,2.11,1.01,-2.28,0.00,2.43,1.98,-1.42,-1.78,-0.03,-0.41,0.16,0.14,-0.07,-0.30,NOT_EX
-2.28,0.00,2.43,1.98,-1.42,-1.78,-0.03,-0.41,0.16,0.14,-0.07,-0.30,0.05,0.07,-0.23,0.09,-0.00,-0.40,-0.11,-0.84,-0.25,NOT_EX
0.05,0.07,-0.23,0.09,-0.00,-0.40,-0.11,-0.84,-0.25,-0.08,-4.31,-0.75,3.27,1.13,1.01,0.60,2.69,1.38,0.48,1.31,2.64,NOT_EX
-0.08,-4.31,-0.75,3.27,1.13,1.01,0.60,2.69,1.38,0.48,1.31,2.64,-2.27,1.64,0.39,1.20,1.32,-2.32,1.38,-0.20,-0.66,NOT_EX
-2.27,1.64,0.39,1.20,1.32,-2.32,1.38,-0.20,-0.66,0.10,-0.00,-0.19,0.09,0.10,-0.28,-0.26,-0.27,-0.44,-0.35,-1.29,-0.27,NOT_EX
0.10,-0.00,-0.19,0.09,0.10,-0.28,-0.26,-0.27,-0.44,-0.35,-1.29,-0.27,-0.76,-5.03,-1.31,0.19,2.51,-0.54,-0.86,3.12,1.13,NOT_EX
-0.76,-5.03,-1.31,0.19,2.51,-0.54,-0.86,3.12,1.13,-0.33,2.42,1.26,-0.45,0.28,-0.15,0.16,1.07,0.59,-0.05,0.01,-0.26,NOT_EX
-0.33,2.42,1.26,-0.45,0.28,-0.15,0.16,1.07,0.59,-0.05,0.01,-0.26,-0.08,0.03,-0.20,-0.12,-0.01,-0.27,-0.16,-0.78,-0.40,NOT_EX
-0.08,0.03,-0.20,-0.12,-0.01,-0.27,-0.16,-0.78,-0.40,-0.21,-1.94,-0.37,-0.09,-1.40,-1.55,-1.21,3.28,1.44,-0.13,2.41,1.97,NOT_EX
-0.21,-1.94,-0.37,-0.09,-1.40,-1.55,-1.21,3.28,1.44,-0.13,2.41,1.97,0.12,1.40,1.14,0.14,-0.91,0.09,0.60,0.10,0.07,NOT_EX
0.12,1.40,1.14,0.14,-0.91,0.09,0.60,0.10,0.07,0.35,0.09,-0.43,-0.05,0.06,-0.26,0.01,0.05,-0.17,0.05,-0.04,-0.23,NOT_EX
0.35,0.09,-0.43,-0.05,0.06,-0.26,0.01,0.05,-0.17,0.05,-0.04,-0.23,-0.04,-1.08,-0.36,0.16,-4.66,-0.91,0.02,2.32,-0.41,NOT_EX
-0.04,-1.08,-0.36,0.16,-4.66,-0.91,0.02,2.32,-0.41,-0.29,2.37,1.15,1.10,0.58,2.79,3.30,-3.30,4.19,2.72,2.63,0.09,NOT_EX
-0.29,2.37,1.15,1.10,0.58,2.79,3.30,-3.30,4.19,2.72,2.63,0.09,-0.10,0.11,-0.29,0.20,0.03,-0.14,0.33,0.03,-0.12,NOT_EX
1.55,-1.28,-4.05,0.75,-0.16,-2.15,-1.11,2.24,-2.26,-0.37,3.32,-1.26,-3.15,0.97,3.25,-1.12,-0.88,1.82,-3.68,-2.88,1.40,EX_PEAK
0.28,-5.27,-2.20,-0.37,-0.43,-2.83,-0.21,0.01,-2.32,1.17,3.06,-1.95,-2.23,2.65,0.95,-1.48,-0.07,2.84,-1.19,-1.04,1.93,EX_PEAK
1.45,-3.60,-3.23,-0.12,0.67,-2.52,0.87,0.97,-2.88,-0.25,3.93,-0.96,-2.43,1.19,0.97,-2.14,-0.36,3.53,-0.96,-1.66,1.46,EX_PEAK
-0.69,-2.09,0.18,0.17,-0.04,-4.41,-0.91,1.14,-3.27,0.14,2.39,-1.37,-0.41,2.24,-0.05,-0.43,1.39,0.07,-1.88,-0.08,1.19,EX_PEAK
3.70,-3.42,-3.90,-1.32,0.85,-1.53,-0.33,1.64,-1.70,-2.53,2.78,0.79,-1.55,-0.22,2.05,-1.94,-0.48,2.70,-0.47,-5.12,-1.27,EX_PEAK
-0.47,-5.12,-1.27,-0.23,-1.10,-3.61,-2.63,4.24,-1.49,-1.02,1.87,-3.30,-0.02,-0.03,-0.28,-1.68,2.13,1.28,-2.65,1.52,2.09,EX_PEAK
1.08,1.58,-1.09,2.20,1.46,-3.42,1.90,0.68,-2.35,-0.09,3.03,-0.81,-3.08,1.61,1.54,-2.14,-1.17,2.35,-2.98,-2.18,1.31,EX_PEAK
-2.30,-0.10,0.68,2.85,0.29,-1.52,1.66,1.44,-2.31,1.77,0.84,-3.24,0.57,4.30,-0.31,-0.95,2.23,0.12,-2.43,-0.25,2.36,EX_PEAK
-0.15,1.25,0.83,-1.86,0.18,2.64,-2.87,-2.32,2.49,-0.45,-2.28,0.80,1.55,-1.28,-4.05,0.75,-0.16,-2.15,-1.11,2.24,-2.26,EX_TROU
-3.15,0.97,3.25,-1.12,-0.88,1.82,-3.68,-2.88,1.40,0.28,-5.27,-2.20,-0.37,-0.43,-2.83,-0.21,0.01,-2.32,1.17,3.06,-1.95,EX_TROU
-1.48,-0.07,2.84,-1.19,-1.04,1.93,-2.26,-2.92,0.81,1.45,-3.60,-3.23,-0.12,0.67,-2.52,0.87,0.97,-2.88,-0.25,3.93,-0.96,EX_TROU
-2.14,-0.36,3.53,-0.96,-1.66,1.46,-1.25,-3.72,0.46,-0.69,-2.09,0.18,0.17,-0.04,-4.41,-0.91,1.14,-3.27,0.14,2.39,-1.37,EX_TROU
-0.43,1.39,0.07,-1.88,-0.08,1.19,-1.06,-1.73,0.94,-0.90,-1.86,1.08,-0.45,-2.43,-4.04,3.70,-3.42,-3.90,-1.32,0.85,-1.53,EX_TROU
-2.53,2.78,0.79,-1.55,-0.22,2.05,-1.94,-0.48,2.70,-0.47,-5.12,-1.27,-0.23,-1.10,-3.61,-2.63,4.24,-1.49,-1.02,1.87,-3.30,EX_TROU
-1.68,2.13,1.28,-2.65,1.52,2.09,-1.64,-1.31,1.99,-0.43,-1.84,-0.99,1.08,1.58,-1.09,2.20,1.46,-3.42,1.90,0.68,-2.35,EX_TROU
-3.08,1.61,1.54,-2.14,-1.17,2.35,-2.98,-2.18,1.31,-2.30,-0.10,0.68,2.85,0.29,-1.52,1.66,1.44,-2.31,1.77,0.84,-3.24,EX_TROU
0.13,-0.50,1.03,0.47,-1.53,2.77,-0.45,-0.84,1.72,-2.15,2.69,2.45,-1.96,1.74,0.58,1.24,2.19,-3.34,1.25,0.17,-1.47,EX_PEAK
-0.15,-1.16,-0.10,0.45,-1.49,0.11,-0.33,1.04,1.55,1.52,1.99,0.25,0.84,2.10,-2.72,1.94,0.91,-3.70,1.33,-1.60,-0.90,EX_PEAK
1.35,0.53,0.20,-1.42,-0.66,2.09,-1.97,2.49,2.40,0.04,2.33,0.95,0.26,2.00,-1.07,3.45,-0.15,-5.52,3.57,-4.25,0.36,EX_PEAK
-0.60,-0.31,2.74,1.13,-0.01,3.16,-1.24,1.95,3.06,1.21,2.44,-0.86,1.46,2.12,-2.33,2.70,-0.24,-4.60,0.75,-2.26,1.05,EX_PEAK
-0.38,-0.79,2.84,0.33,-0.34,3.25,0.05,1.67,1.70,0.46,2.34,0.63,1.43,2.42,-2.74,2.68,-1.52,-3.35,-1.43,-2.91,0.31,EX_PEAK
0.23,-0.87,1.64,0.07,1.79,3.81,-0.52,2.13,1.57,0.39,2.35,-0.19,2.71,1.45,-3.98,3.86,-1.55,-4.18,0.38,-0.63,-0.94,EX_PEAK
0.35,-3.80,1.30,-0.35,-0.33,4.03,1.78,1.15,2.41,1.53,2.64,0.12,1.44,2.06,-1.00,1.89,0.71,-2.97,3.14,-0.94,-2.50,EX_PEAK
-0.38,-1.18,2.43,-1.03,-1.29,5.34,-1.81,2.90,5.01,1.88,1.74,0.60,0.64,2.09,-0.94,1.03,1.57,-3.78,3.89,-1.66,-3.93,EX_PEAK
0.19,1.41,-0.55,0.14,1.62,-0.11,0.98,1.22,-2.26,3.08,-3.00,-2.71,0.39,-2.43,1.25,0.13,-0.50,1.03,0.47,-1.53,2.77,EX_TROU
1.25,0.17,-1.47,1.05,0.17,-0.54,-0.33,-0.59,1.08,-0.15,-1.16,-0.10,0.45,-1.49,0.11,-0.33,1.04,1.55,1.52,1.99,0.25,EX_TROU
1.52,1.99,0.25,0.84,2.10,-2.72,1.94,0.91,-3.70,1.33,-1.60,-0.90,1.37,-0.14,-0.09,1.35,0.53,0.20,-1.42,-0.66,2.09,EX_TROU
0.04,2.33,0.95,0.26,2.00,-1.07,3.45,-0.15,-5.52,3.57,-4.25,0.36,1.67,-0.43,-0.13,-0.60,-0.31,2.74,1.13,-0.01,3.16,EX_TROU
1.46,2.12,-2.33,2.70,-0.24,-4.60,0.75,-2.26,1.05,-0.47,-2.23,1.15,-0.38,-0.79,2.84,0.33,-0.34,3.25,0.05,1.67,1.70,EX_TROU
0.46,2.34,0.63,1.43,2.42,-2.74,2.68,-1.52,-3.35,-1.43,-2.91,0.31,0.06,-1.84,2.41,0.23,-0.87,1.64,0.07,1.79,3.81,EX_TROU
0.39,2.35,-0.19,2.71,1.45,-3.98,3.86,-1.55,-4.18,0.38,-0.63,-0.94,0.35,-3.80,1.30,-0.35,-0.33,4.03,1.78,1.15,2.41,EX_TROU
1.44,2.06,-1.00,1.89,0.71,-2.97,3.14,-0.94,-2.50,2.34,-5.05,1.54,-0.38,-1.18,2.43,-1.03,-1.29,5.34,-1.81,2.90,5.01,EX_TROU
1.88,1.74,0.60,0.64,2.09,-0.94,1.03,1.57,-3.78,3.89,-1.66,-3.93,-0.79,-1.70,0.24,0.87,0.74,0.57,2.86,-2.09,2.93,EX_TROU
-0.08,-1.16,-0.24,-3.46,-3.40,1.31,0.34,2.87,-2.15,0.22,3.88,0.99,-0.28,2.23,1.29,-0.85,0.21,0.87,0.70,-0.97,-0.04,NOT_EX
0.22,3.88,0.99,-0.28,2.23,1.29,-0.85,0.21,0.87,0.70,-0.97,-0.04,0.02,-0.16,-0.27,-0.01,-0.58,-0.22,0.19,-1.47,-0.32,NOT_EX
0.02,-0.16,-0.27,-0.01,-0.58,-0.22,0.19,-1.47,-0.32,0.40,-4.62,-0.43,-0.31,2.10,0.03,0.33,2.86,1.83,-0.35,2.76,2.09,NOT_EX
-0.31,2.10,0.03,0.33,2.86,1.83,-0.35,2.76,2.09,0.08,-1.65,0.31,2.19,-1.92,-0.45,0.09,-0.06,-0.30,0.14,-0.25,-0.32,NOT_EX
0.08,-1.65,0.31,2.19,-1.92,-0.45,0.09,-0.06,-0.30,0.14,-0.25,-0.32,0.04,-1.28,-0.38,0.59,-4.97,-0.91,-2.27,2.78,0.79,NOT_EX
0.14,-0.25,-0.32,0.04,-1.28,-0.38,0.59,-4.97,-0.91,-2.27,2.78,0.79,-0.05,4.49,2.07,0.41,3.20,-0.16,1.25,-1.12,-0.05,NOT_EX
-0.05,4.49,2.07,0.41,3.20,-0.16,1.25,-1.12,-0.05,-2.53,-0.34,0.70,0.05,-0.10,-0.20,0.01,-0.36,-0.52,0.08,-1.11,-0.17,NOT_EX
-2.53,-0.34,0.70,0.05,-0.10,-0.20,0.01,-0.36,-0.52,0.08,-1.11,-0.17,0.43,-2.85,-0.20,-2.67,3.92,-0.36,-2.03,4.34,2.14,NOT_EX
0.43,-2.85,-0.20,-2.67,3.92,-0.36,-2.03,4.34,2.14,0.05,3.96,1.52,-0.47,0.08,1.60,-1.19,0.60,0.02,0.03,-0.12,-0.26,NOT_EX
-0.47,0.08,1.60,-1.19,0.60,0.02,0.03,-0.12,-0.26,-0.00,-0.12,-0.40,0.02,-0.89,0.49,4.22,-0.00,2.24,3.13,0.75,5.59,NOT_EX
-0.00,-0.12,-0.40,0.02,-0.89,0.49,4.22,-0.00,2.24,3.13,0.75,5.59,3.06,-1.33,5.27,1.40,1.75,0.72,0.10,-0.26,-0.10,NOT_EX
3.13,0.75,5.59,3.06,-1.33,5.27,1.40,1.75,0.72,0.10,-0.26,-0.10,0.10,-0.10,0.10,0.03,-0.07,-0.03,-0.06,-1.15,-0.77,NOT_EX
0.10,-0.10,0.10,0.03,-0.07,-0.03,-0.06,-1.15,-0.77,4.21,0.85,-1.43,0.89,0.90,3.77,0.09,1.22,1.97,1.53,-0.63,1.08,NOT_EX
0.89,0.90,3.77,0.09,1.22,1.97,1.53,-0.63,1.08,2.78,0.15,-2.43,0.11,-0.04,-0.20,0.10,0.03,-0.28,0.01,-0.48,-0.23,NOT_EX
2.78,0.15,-2.43,0.11,-0.04,-0.20,0.10,0.03,-0.28,0.01,-0.48,-0.23,0.28,-3.32,-0.27,-3.20,1.12,-1.73,0.25,4.59,1.12,NOT_EX
0.01,-0.48,-0.23,0.28,-3.32,-0.27,-3.20,1.12,-1.73,0.25,4.59,1.12,-0.59,3.73,1.97,-0.76,0.37,1.13,-1.56,0.03,-0.10,NOT_EX
-0.59,3.73,1.97,-0.76,0.37,1.13,-1.56,0.03,-0.10,0.24,0.11,-0.42,-0.03,-0.19,-0.42,0.08,-1.16,0.03,1.69,-4.81,-1.52,NOT_EX
0.24,0.11,-0.42,-0.03,-0.19,-0.42,0.08,-1.16,0.03,1.69,-4.81,-1.52,0.72,1.23,-0.23,0.55,3.00,3.13,-1.67,2.71,-0.69,NOT_EX
0.72,1.23,-0.23,0.55,3.00,3.13,-1.67,2.71,-0.69,1.13,-0.70,0.93,-1.13,0.45,0.01,0.09,0.02,-0.29,0.09,-0.44,-0.35,NOT_EX
-1.13,0.45,0.01,0.09,0.02,-0.29,0.09,-0.44,-0.35,0.14,-1.37,-0.18,-4.04,-0.29,-2.86,0.15,2.99,1.32,-0.72,4.27,1.04,NOT_EX
0.14,-1.37,-0.18,-4.04,-0.29,-2.86,0.15,2.99,1.32,-0.72,4.27,1.04,-0.98,-0.79,1.03,-0.51,-1.29,0.23,0.09,-0.09,-0.28,NOT_EX
-0.72,4.27,1.04,-0.98,-0.79,1.03,-0.51,-1.29,0.23,0.09,-0.09,-0.28,-0.08,-0.35,-0.46,0.09,-1.26,-0.22,-0.05,-7.24,-0.91,NOT_EX
-0.08,-0.35,-0.46,0.09,-1.26,-0.22,-0.05,-7.24,-0.91,0.23,3.34,-0.41,0.02,3.80,2.63,-0.20,1.42,0.97,1.67,-1.09,-0.73,NOT_EX
0.02,3.80,2.63,-0.20,1.42,0.97,1.67,-1.09,-0.73,-2.02,-1.58,-0.26,0.05,0.05,-0.17,-0.14,0.03,-0.26,-0.62,-0.13,-1.18,NOT_EX
-2.02,-1.58,-0.26,0.05,0.05,-0.17,-0.14,0.03,-0.26,-0.62,-0.13,-1.18,-2.63,2.03,-5.60,-3.75,1.33,-7.14,-1.45,0.76,-2.27,NOT_EX
-2.63,2.03,-5.60,-3.75,1.33,-7.14,-1.45,0.76,-2.27,-0.42,-0.46,1.58,-0.27,0.16,0.17,0.05,-0.03,-0.04,-0.14,-0.33,-0.18,NOT_EX
-0.42,-0.46,1.58,-0.27,0.16,0.17,0.05,-0.03,-0.04,-0.14,-0.33,-0.18,-0.10,-0.83,-0.18,0.29,-2.17,-0.37,-2.80,-3.45,-1.40,NOT_EX
-0.10,-0.83,-0.18,0.29,-2.17,-0.37,-2.80,-3.45,-1.40,-2.39,3.65,0.94,-0.33,3.39,1.27,0.29,1.08,1.75,1.68,-3.03,-1.08,NOT_EX
-2.39,3.65,0.94,-0.33,3.39,1.27,0.29,1.08,1.75,1.68,-3.03,-1.08,-0.94,0.04,-0.06,-0.04,-0.23,-0.33,0.03,-0.73,-0.33,NOT_EX
-0.94,0.04,-0.06,-0.04,-0.23,-0.33,0.03,-0.73,-0.33,0.28,-1.93,-0.43,-4.54,-3.03,0.35,0.31,4.12,-1.51,0.69,3.50,3.05,NOT_EX
0.28,-1.93,-0.43,-4.54,-3.03,0.35,0.31,4.12,-1.51,0.69,3.50,3.05,-1.10,1.84,2.57,1.46,-0.09,-2.51,-0.22,-0.07,0.10,NOT_EX
0.69,3.50,3.05,-1.10,1.84,2.57,1.46,-0.09,-2.51,-0.22,-0.07,0.10,0.15,-0.23,-0.38,0.07,-0.56,-0.31,0.39,-2.88,-0.48,NOT_EX
0.15,-0.23,-0.38,0.07,-0.56,-0.31,0.39,-2.88,-0.48,-1.42,-4.96,-0.88,-0.70,3.91,1.18,-0.81,4.01,-0.24,-1.52,0.65,1.02,NOT_EX
-1.42,-4.96,-0.88,-0.70,3.91,1.18,-0.81,4.01,-0.24,-1.52,0.65,1.02,0.50,-1.39,0.59,0.28,-0.07,-0.20,0.06,-0.31,-0.33,NOT_EX
0.50,-1.39,0.59,0.28,-0.07,-0.20,0.06,-0.31,-0.33,-0.01,-0.88,-0.22,0.30,-4.19,-0.69,-1.30,-6.50,-0.74,-0.16,6.23,1.18,NOT_EX
0.30,-4.19,-0.69,-1.30,-6.50,-0.74,-0.16,6.23,1.18,-1.47,4.46,1.44,-1.22,-0.57,1.39,5.26,1.24,-2.33,-0.11,-0.06,-0.14,NOT_EX
-1.47,4.46,1.44,-1.22,-0.57,1.39,5.26,1.24,-2.33,-0.11,-0.06,-0.14,0.05,-0.19,-0.30,0.10,-1.10,0.41,-0.34,-1.08,1.31,NOT_EX
-0.11,-0.06,-0.14,0.05,-0.19,-0.30,0.10,-1.10,0.41,-0.34,-1.08,1.31,2.84,1.35,-0.30,3.12,0.34,5.21,2.83,-0.65,5.25,NOT_EX
2.84,1.35,-0.30,3.12,0.34,5.21,2.83,-0.65,5.25,0.98,0.09,2.63,-0.08,1.46,0.02,-0.09,-0.09,0.25,-0.16,-0.16,0.37,NOT_EX
-0.08,1.46,0.02,-0.09,-0.09,0.25,-0.16,-0.16,0.37,-0.05,-0.06,0.02,-0.01,-0.27,-0.09,-0.19,-3.30,-0.77,0.51,0.64,-0.41,NOT_EX
-0.05,-0.06,0.02,-0.01,-0.27,-0.09,-0.19,-3.30,-0.77,0.51,0.64,-0.41,-0.41,2.58,1.95,-1.20,1.19,2.07,1.46,-1.01,1.10,NOT_EX
-0.41,2.58,1.95,-1.20,1.19,2.07,1.46,-1.01,1.10,0.45,-0.35,-1.17,0.25,-0.21,-0.30,0.17,-0.18,-0.40,0.08,-1.40,-0.32,NOT_EX
0.45,-0.35,-1.17,0.25,-0.21,-0.30,0.17,-0.18,-0.40,0.08,-1.40,-0.32,0.50,-5.43,-1.33,-2.91,1.26,-1.65,-0.69,4.26,1.51,NOT_EX
0.08,-1.40,-0.32,0.50,-5.43,-1.33,-2.91,1.26,-1.65,-0.69,4.26,1.51,-1.12,3.48,0.39,-1.80,0.19,1.65,-3.68,-4.53,-0.13,NOT_EX
-1.12,3.48,0.39,-1.80,0.19,1.65,-3.68,-4.53,-0.13,0.24,0.07,-0.50,0.07,-0.12,-0.38,-0.06,-0.56,-0.44,0.67,-4.22,-0.44,NOT_EX
0.07,-0.12,-0.38,-0.06,-0.56,-0.44,0.67,-4.22,-0.44,-3.12,1.94,-0.52,1.42,3.30,3.38,0.26,3.96,-0.23,-2.30,1.04,0.43,NOT_EX
-3.12,1.94,-0.52,1.42,3.30,3.38,0.26,3.96,-0.23,-2.30,1.04,0.43,0.17,3.19,-0.46,0.15,0.01,-0.10,-0.02,-0.21,-0.29,NOT_EX
-0.26,-0.50,-0.63,0.04,-1.37,-2.04,-0.39,1.11,-3.38,-0.46,3.02,-0.37,-0.70,1.79,0.62,-1.42,1.37,1.37,-1.56,0.33,0.77,EX_PEAK
0.74,-3.21,-1.23,0.62,-0.91,-2.10,0.47,0.31,-2.14,-0.11,3.59,-2.61,-0.82,1.58,-0.16,-1.28,1.37,0.65,-0.87,0.41,0.94,EX_PEAK
-0.82,-2.71,-0.69,-0.24,-2.90,-0.32,0.26,0.57,-3.05,0.67,2.06,-2.20,-0.27,2.68,-1.67,-0.04,1.77,-0.09,-1.15,1.41,1.03,EX_PEAK
0.18,-0.91,-0.44,-0.50,-5.17,-1.17,-0.63,-0.26,-3.14,1.88,3.59,-2.57,0.25,2.90,0.40,-0.05,1.55,-0.33,-2.76,1.76,2.41,EX_PEAK
-0.73,-1.24,-0.78,-2.21,-1.52,-1.07,0.53,0.77,-2.00,3.44,4.47,-4.36,0.68,1.61,0.28,-0.42,1.64,0.44,-0.95,-0.87,3.37,EX_PEAK
-0.36,-3.86,-1.09,0.71,0.23,-1.89,1.15,0.62,-2.88,1.31,3.97,-1.84,-0.49,0.83,-0.42,-2.90,1.71,1.87,-2.06,0.73,2.53,EX_PEAK
1.04,-3.76,-1.07,-0.25,-0.39,-0.72,0.24,0.56,-2.03,-0.38,1.94,-3.89,-0.39,0.53,-0.05,-0.99,1.32,-0.19,-3.04,0.63,2.76,EX_PEAK
0.34,-2.04,-0.33,-1.54,-0.70,-1.62,2.67,0.83,-2.48,0.69,1.46,-3.55,0.01,1.69,-0.42,-0.51,0.94,-0.27,-1.04,0.36,0.42,EX_PEAK
0.71,0.39,-0.33,1.08,0.44,-3.75,0.20,0.20,-1.58,-2.28,3.51,-2.41,-0.14,1.00,-0.46,-1.89,0.50,1.30,-1.84,-0.30,1.59,EX_PEAK
-2.07,-0.28,-1.27,-0.54,0.65,-2.45,2.63,2.14,-4.16,1.38,2.83,-0.27,-0.87,1.96,0.42,-2.35,-0.12,3.27,-0.97,0.22,0.86,EX_PEAK
-1.56,0.33,0.77,-2.27,-1.80,2.56,-0.51,-1.34,0.10,0.74,-3.21,-1.23,0.62,-0.91,-2.10,0.47,0.31,-2.14,-0.11,3.59,-2.61,EX_TROU
-0.87,0.41,0.94,-2.33,-2.17,3.92,-0.82,-2.71,-0.69,-0.24,-2.90,-0.32,0.26,0.57,-3.05,0.67,2.06,-2.20,-0.27,2.68,-1.67,EX_TROU
-2.02,-0.00,1.86,-1.55,-1.03,1.13,0.18,-0.91,-0.44,-0.50,-5.17,-1.17,-0.63,-0.26,-3.14,1.88,3.59,-2.57,0.25,2.90,0.40,EX_TROU
-2.10,-1.29,1.48,-0.98,-0.93,-0.25,-0.73,-1.24,-0.78,-2.21,-1.52,-1.07,0.53,0.77,-2.00,3.44,4.47,-4.36,0.68,1.61,0.28,EX_TROU
-0.25,-0.39,-0.72,0.24,0.56,-2.03,-0.38,1.94,-3.89,-0.39,0.53,-0.05,-0.99,1.32,-0.19,-3.04,0.63,2.76,-2.00,-0.87,0.63,EX_TROU
-3.04,0.63,2.76,-2.00,-0.87,0.63,-1.88,-2.10,2.10,0.34,-2.04,-0.33,-1.54,-0.70,-1.62,2.67,0.83,-2.48,0.69,1.46,-3.55,EX_TROU
-4.01,-0.12,3.27,-0.70,-1.47,1.56,0.93,-1.82,-1.00,0.56,-4.08,0.03,0.71,0.39,-0.33,1.08,0.44,-3.75,0.20,0.20,-1.58,EX_TROU
-1.84,-0.30,1.59,-1.18,-1.38,0.51,1.21,-0.91,-0.39,-2.07,-0.28,-1.27,-0.54,0.65,-2.45,2.63,2.14,-4.16,1.38,2.83,-0.27,EX_TROU
0.35,-0.26,0.88,1.15,-1.49,2.75,0.59,1.23,-0.07,-0.03,2.61,-0.38,0.15,1.98,-0.95,1.41,0.32,-1.69,1.16,-0.50,-0.99,EX_PEAK
0.10,-3.00,1.08,0.27,-0.33,0.91,1.01,0.86,2.00,0.53,1.04,1.30,1.04,1.97,-0.72,0.83,0.81,-0.90,2.09,-0.03,-2.37,EX_PEAK
-0.22,-2.76,0.59,0.92,-0.75,2.56,0.24,1.56,1.72,1.26,2.80,-0.44,-0.84,1.53,-0.40,1.79,1.87,-2.41,2.68,-1.44,-2.14,EX_PEAK
0.43,-0.74,2.08,-1.00,0.09,2.75,-1.29,0.38,1.52,2.73,3.59,-0.56,1.57,2.04,-0.12,0.86,0.27,-1.05,1.55,0.32,-1.45,EX_PEAK
1.33,-2.23,1.10,-0.78,-0.71,3.39,-2.02,2.94,2.44,0.64,2.33,-0.65,0.09,2.20,0.38,0.93,1.79,-2.67,1.83,-0.49,-1.24,EX_PEAK
-2.30,-3.43,2.54,-0.42,0.52,2.12,-1.24,1.58,2.03,0.46,5.30,0.28,1.65,1.74,-0.73,1.19,0.28,-1.30,2.53,-0.53,-2.18,EX_PEAK
0.07,-6.19,2.96,0.24,1.36,0.99,-0.58,-0.03,3.17,-0.38,4.76,-0.58,0.44,1.72,-0.45,1.80,0.37,-1.67,2.74,-0.87,-1.40,EX_PEAK
0.97,-4.61,0.72,2.14,0.75,0.85,0.97,2.67,1.46,2.50,3.05,-1.06,-0.77,2.14,-2.15,1.50,-0.09,-1.74,2.16,-1.97,-0.47,EX_PEAK
-0.26,-2.99,1.14,-1.03,-0.27,2.48,-1.76,2.60,2.94,2.62,3.37,0.05,1.59,2.06,-2.56,1.11,0.25,-1.09,1.31,-0.65,-0.66,EX_PEAK
-0.87,-4.88,1.53,1.14,-2.10,1.90,0.27,-0.38,2.16,1.42,5.74,0.11,1.12,1.45,0.45,1.59,0.71,-2.29,1.69,-0.39,-1.36,EX_PEAK
