% Data generated on Wed Nov 18 22:18:52 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE y8 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE y9 NUMERIC
@ATTRIBUTE z9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE y10 NUMERIC
@ATTRIBUTE z10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE y11 NUMERIC
@ATTRIBUTE z11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE y12 NUMERIC
@ATTRIBUTE z12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE y13 NUMERIC
@ATTRIBUTE z13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE y14 NUMERIC
@ATTRIBUTE z14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE y15 NUMERIC
@ATTRIBUTE z15 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
-2.32,1.47,-3.76,-1.52,0.95,-4.51,-1.73,0.16,-4.01,-1.63,-0.36,-3.43,-0.66,-0.49,-3.03,-0.30,-0.25,-2.80,-4.19,-0.64,-0.56,2.38,1.34,-2.32,3.59,1.44,-2.16,-2.05,0.99,-0.31,2.06,-0.89,-1.16,-1.36,-0.16,-0.27,-0.76,0.01,-0.13,-1.77,0.01,-0.05,-1.51,0.35,-0.24,NOT_EX
3.59,1.44,-2.16,-2.05,0.99,-0.31,2.06,-0.89,-1.16,-1.36,-0.16,-0.27,-0.76,0.01,-0.13,-1.77,0.01,-0.05,-1.51,0.35,-0.24,-0.52,-0.04,-0.38,0.63,0.19,-0.04,-1.61,0.12,-2.51,1.80,1.37,-0.48,0.37,1.25,-1.06,1.17,-0.71,-1.16,1.18,2.83,0.86,-1.75,0.33,0.32,NOT_EX
-0.52,-0.04,-0.38,0.63,0.19,-0.04,-1.61,0.12,-2.51,1.80,1.37,-0.48,0.37,1.25,-1.06,1.17,-0.71,-1.16,1.18,2.83,0.86,-1.75,0.33,0.32,-1.92,0.35,0.07,1.22,-0.98,1.06,-1.99,0.16,-0.08,-0.58,-0.26,0.13,0.05,-0.07,-0.17,-0.65,-0.23,-0.02,-0.04,-0.09,-0.07,NOT_EX
-1.92,0.35,0.07,1.22,-0.98,1.06,-1.99,0.16,-0.08,-0.58,-0.26,0.13,0.05,-0.07,-0.17,-0.65,-0.23,-0.02,-0.04,-0.09,-0.07,0.10,-0.16,-0.20,-0.36,-0.60,-0.02,-0.37,-0.81,0.11,-0.58,-1.26,0.35,-0.50,-1.45,0.40,-0.35,-3.20,0.73,-1.04,-5.69,-0.03,-0.05,2.20,-2.99,NOT_EX
0.10,-0.16,-0.20,-0.36,-0.60,-0.02,-0.37,-0.81,0.11,-0.58,-1.26,0.35,-0.50,-1.45,0.40,-0.35,-3.20,0.73,-1.04,-5.69,-0.03,-0.05,2.20,-2.99,2.07,2.22,-2.85,3.13,1.05,-1.42,-0.15,3.71,0.34,-0.05,2.22,0.68,-0.24,1.70,0.10,0.02,1.95,2.03,1.07,0.99,-0.84,NOT_EX
2.07,2.22,-2.85,3.13,1.05,-1.42,-0.15,3.71,0.34,-0.05,2.22,0.68,-0.24,1.70,0.10,0.02,1.95,2.03,1.07,0.99,-0.84,1.39,-0.18,-0.70,-0.30,-0.48,-0.80,1.37,-0.04,0.28,-0.00,-0.39,0.09,-0.67,-0.89,0.13,-0.66,-1.16,0.20,-0.73,-1.16,0.44,-0.84,-1.18,0.45,NOT_EX
1.39,-0.18,-0.70,-0.30,-0.48,-0.80,1.37,-0.04,0.28,-0.00,-0.39,0.09,-0.67,-0.89,0.13,-0.66,-1.16,0.20,-0.73,-1.16,0.44,-0.84,-1.18,0.45,-0.33,-1.19,0.34,-0.02,-2.87,0.75,0.27,-4.00,0.41,-1.21,-1.60,-0.23,-0.72,2.29,-3.34,0.32,2.25,0.08,-0.56,3.86,-0.10,NOT_EX
-0.33,-1.19,0.34,-0.02,-2.87,0.75,0.27,-4.00,0.41,-1.21,-1.60,-0.23,-0.72,2.29,-3.34,0.32,2.25,0.08,-0.56,3.86,-0.10,-0.65,3.56,0.08,-0.63,2.87,1.28,-1.26,1.54,3.80,-1.47,0.51,4.91,3.18,-0.87,-1.26,0.10,-5.93,-1.45,1.31,3.24,-0.02,1.25,0.14,0.13,NOT_EX
-0.65,3.56,0.08,-0.63,2.87,1.28,-1.26,1.54,3.80,-1.47,0.51,4.91,3.18,-0.87,-1.26,0.10,-5.93,-1.45,1.31,3.24,-0.02,1.25,0.14,0.13,-0.18,0.14,0.02,0.35,-0.22,-0.00,-0.05,-0.34,0.02,-0.73,-0.95,0.04,-0.01,-0.97,-0.19,-0.38,-1.41,0.21,-0.31,-1.65,0.25,NOT_EX
1.25,0.14,0.13,-0.18,0.14,0.02,0.35,-0.22,-0.00,-0.05,-0.34,0.02,-0.73,-0.95,0.04,-0.01,-0.97,-0.19,-0.38,-1.41,0.21,-0.31,-1.65,0.25,0.79,-3.67,-0.52,1.32,-6.41,-1.58,-0.86,1.68,-3.06,-0.53,1.35,3.68,0.81,4.49,-1.32,-1.77,3.57,-2.05,-2.60,3.09,-0.26,NOT_EX
0.79,-3.67,-0.52,1.32,-6.41,-1.58,-0.86,1.68,-3.06,-0.53,1.35,3.68,0.81,4.49,-1.32,-1.77,3.57,-2.05,-2.60,3.09,-0.26,0.45,3.09,0.19,0.70,2.23,0.36,0.71,-0.48,-0.48,-0.22,-0.77,-0.76,1.74,3.78,-0.47,-1.76,-1.26,-0.32,-1.07,-0.06,-0.57,-0.12,-0.28,-0.11,NOT_EX
0.70,2.23,0.36,0.71,-0.48,-0.48,-0.22,-0.77,-0.76,1.74,3.78,-0.47,-1.76,-1.26,-0.32,-1.07,-0.06,-0.57,-0.12,-0.28,-0.11,-0.13,-0.42,-0.12,-0.44,-0.49,-0.14,-0.26,-0.57,-0.18,-0.31,-0.76,-0.01,-0.46,-1.37,0.30,-0.21,-3.31,0.38,0.31,-6.27,0.78,-3.61,-1.94,2.12,NOT_EX
-0.13,-0.42,-0.12,-0.44,-0.49,-0.14,-0.26,-0.57,-0.18,-0.31,-0.76,-0.01,-0.46,-1.37,0.30,-0.21,-3.31,0.38,0.31,-6.27,0.78,-3.61,-1.94,2.12,-1.92,1.59,-3.62,0.55,3.34,0.00,0.26,3.75,-0.05,-1.43,3.42,0.43,-0.35,2.73,0.63,0.64,3.19,0.95,-0.81,-1.27,-0.11,NOT_EX
-1.92,1.59,-3.62,0.55,3.34,0.00,0.26,3.75,-0.05,-1.43,3.42,0.43,-0.35,2.73,0.63,0.64,3.19,0.95,-0.81,-1.27,-0.11,-2.35,-0.79,0.65,-0.89,0.22,-0.58,0.14,5.16,1.12,0.93,-0.51,0.29,-0.26,-0.07,0.13,-0.06,-0.12,0.15,-0.25,-0.22,0.23,-0.41,-0.29,0.18,NOT_EX
-2.35,-0.79,0.65,-0.89,0.22,-0.58,0.14,5.16,1.12,0.93,-0.51,0.29,-0.26,-0.07,0.13,-0.06,-0.12,0.15,-0.25,-0.22,0.23,-0.41,-0.29,0.18,-0.39,-0.31,0.00,-0.66,-0.48,-0.43,-0.77,-0.45,-0.52,-0.68,-0.54,-0.22,-0.92,-0.65,-0.02,-0.62,-0.79,-0.70,-5.76,2.04,-4.05,NOT_EX
-0.39,-0.31,0.00,-0.66,-0.48,-0.43,-0.77,-0.45,-0.52,-0.68,-0.54,-0.22,-0.92,-0.65,-0.02,-0.62,-0.79,-0.70,-5.76,2.04,-4.05,-5.82,3.03,-6.73,-1.74,1.51,-8.87,-5.65,0.19,-4.10,-2.09,0.55,-4.55,-3.53,0.61,-2.81,-1.34,1.52,-1.35,0.31,-0.14,-1.33,-0.95,0.46,0.35,NOT_EX
-1.74,1.51,-8.87,-5.65,0.19,-4.10,-2.09,0.55,-4.55,-3.53,0.61,-2.81,-1.34,1.52,-1.35,0.31,-0.14,-1.33,-0.95,0.46,0.35,-1.18,0.97,0.14,-0.93,-0.28,-0.16,-0.91,-0.17,-0.35,-0.30,-0.06,-0.06,-0.55,-0.13,0.13,-0.06,-0.28,-0.08,0.00,-0.34,0.23,-0.35,-0.43,0.28,NOT_EX
-1.18,0.97,0.14,-0.93,-0.28,-0.16,-0.91,-0.17,-0.35,-0.30,-0.06,-0.06,-0.55,-0.13,0.13,-0.06,-0.28,-0.08,0.00,-0.34,0.23,-0.35,-0.43,0.28,-0.36,-0.40,0.29,-0.07,-0.59,-0.09,0.38,0.10,-0.26,0.58,-0.01,-0.19,0.70,-0.73,-0.43,-1.65,0.09,-0.81,-4.24,0.10,-1.26,NOT_EX
-0.35,-0.43,0.28,-0.36,-0.40,0.29,-0.07,-0.59,-0.09,0.38,0.10,-0.26,0.58,-0.01,-0.19,0.70,-0.73,-0.43,-1.65,0.09,-0.81,-4.24,0.10,-1.26,0.16,0.75,-1.05,-0.92,1.75,-0.46,-0.70,1.70,-0.47,0.38,2.17,0.57,0.81,1.02,0.34,-0.88,0.04,-0.36,-0.77,-0.04,0.85,NOT_EX
0.16,0.75,-1.05,-0.92,1.75,-0.46,-0.70,1.70,-0.47,0.38,2.17,0.57,0.81,1.02,0.34,-0.88,0.04,-0.36,-0.77,-0.04,0.85,0.96,-5.95,0.97,1.24,-4.28,-0.15,0.83,2.02,-1.70,0.73,0.16,-0.00,0.03,0.05,-0.05,0.08,0.02,-0.06,-0.22,-0.12,-0.07,-0.28,-0.18,-0.04,NOT_EX
1.24,-4.28,-0.15,0.83,2.02,-1.70,0.73,0.16,-0.00,0.03,0.05,-0.05,0.08,0.02,-0.06,-0.22,-0.12,-0.07,-0.28,-0.18,-0.04,-0.17,-0.20,-0.03,-0.05,-0.38,-0.37,0.03,-0.55,-0.18,-0.35,-1.19,0.25,-0.08,-2.62,0.15,1.05,-4.43,0.15,-0.34,-6.04,-0.34,-2.78,1.32,-1.79,NOT_EX
-0.17,-0.20,-0.03,-0.05,-0.38,-0.37,0.03,-0.55,-0.18,-0.35,-1.19,0.25,-0.08,-2.62,0.15,1.05,-4.43,0.15,-0.34,-6.04,-0.34,-2.78,1.32,-1.79,-1.70,0.79,-4.10,0.26,3.61,0.52,-1.62,3.47,0.16,-1.84,3.81,0.27,0.04,1.69,1.56,1.79,-1.29,0.78,0.19,-2.89,0.09,NOT_EX
-1.70,0.79,-4.10,0.26,3.61,0.52,-1.62,3.47,0.16,-1.84,3.81,0.27,0.04,1.69,1.56,1.79,-1.29,0.78,0.19,-2.89,0.09,-1.69,-2.85,0.00,3.64,6.68,-0.77,-1.47,-1.09,0.47,-1.04,-0.12,0.14,-0.27,-0.11,0.03,-0.10,0.01,-0.34,0.25,0.02,-0.44,-0.04,-0.11,-0.40,NOT_EX
-1.69,-2.85,0.00,3.64,6.68,-0.77,-1.47,-1.09,0.47,-1.04,-0.12,0.14,-0.27,-0.11,0.03,-0.10,0.01,-0.34,0.25,0.02,-0.44,-0.04,-0.11,-0.40,0.08,-0.35,-0.57,-0.13,-0.50,-0.36,-0.35,-1.12,0.34,-0.27,-2.33,0.15,-0.78,-5.75,0.70,-3.90,0.28,-0.75,4.92,2.35,-1.53,NOT_EX
-0.04,-0.11,-0.40,0.08,-0.35,-0.57,-0.13,-0.50,-0.36,-0.35,-1.12,0.34,-0.27,-2.33,0.15,-0.78,-5.75,0.70,-3.90,0.28,-0.75,4.92,2.35,-1.53,3.71,1.60,-0.21,0.13,2.08,0.78,0.79,2.12,0.91,-1.79,1.11,2.75,3.61,2.05,0.19,-1.38,1.44,1.38,0.11,0.48,-0.61,NOT_EX
3.71,1.60,-0.21,0.13,2.08,0.78,0.79,2.12,0.91,-1.79,1.11,2.75,3.61,2.05,0.19,-1.38,1.44,1.38,0.11,0.48,-0.61,0.03,-1.42,0.01,0.50,-4.94,0.54,-0.59,-1.64,-0.52,1.22,0.17,-0.09,0.09,0.05,-0.18,0.21,0.00,-0.19,0.01,-0.02,-0.29,-0.23,-0.30,-0.32,NOT_EX
0.03,-1.42,0.01,0.50,-4.94,0.54,-0.59,-1.64,-0.52,1.22,0.17,-0.09,0.09,0.05,-0.18,0.21,0.00,-0.19,0.01,-0.02,-0.29,-0.23,-0.30,-0.32,-0.22,-0.44,-0.37,-0.20,-0.46,-0.40,-0.12,-2.11,-0.08,-0.02,-4.35,-0.25,-1.10,-1.37,-1.73,-0.95,1.03,-2.51,-0.53,1.19,0.21,NOT_EX
-0.22,-0.44,-0.37,-0.20,-0.46,-0.40,-0.12,-2.11,-0.08,-0.02,-4.35,-0.25,-1.10,-1.37,-1.73,-0.95,1.03,-2.51,-0.53,1.19,0.21,-0.82,2.70,-0.15,-1.37,3.62,0.53,-0.90,3.40,-0.25,-0.73,1.68,0.79,2.09,1.71,1.10,1.37,-0.82,0.49,-1.40,5.59,-0.24,-0.12,-0.08,0.01,NOT_EX
-0.82,2.70,-0.15,-1.37,3.62,0.53,-0.90,3.40,-0.25,-0.73,1.68,0.79,2.09,1.71,1.10,1.37,-0.82,0.49,-1.40,5.59,-0.24,-0.12,-0.08,0.01,-0.79,-2.20,-0.67,-0.90,-1.03,-0.66,-0.14,-0.36,-0.09,-0.16,-0.47,-0.06,-0.25,-0.90,-0.12,-0.42,-1.44,0.19,-0.47,-1.64,0.23,NOT_EX
-0.79,-2.20,-0.67,-0.90,-1.03,-0.66,-0.14,-0.36,-0.09,-0.16,-0.47,-0.06,-0.25,-0.90,-0.12,-0.42,-1.44,0.19,-0.47,-1.64,0.23,0.18,-2.72,0.27,0.26,-2.85,0.32,-1.91,1.77,-2.41,2.23,3.31,-3.39,-0.26,1.85,0.35,-0.31,2.75,0.36,-1.08,3.23,0.54,-0.74,2.82,0.61,NOT_EX
0.18,-2.72,0.27,0.26,-2.85,0.32,-1.91,1.77,-2.41,2.23,3.31,-3.39,-0.26,1.85,0.35,-0.31,2.75,0.36,-1.08,3.23,0.54,-0.74,2.82,0.61,1.05,3.66,0.05,0.05,2.97,0.32,-1.51,-0.53,-0.06,2.36,6.63,-2.46,1.92,-1.45,1.43,-0.41,-2.16,-1.05,-0.42,-0.18,0.08,NOT_EX
1.05,3.66,0.05,0.05,2.97,0.32,-1.51,-0.53,-0.06,2.36,6.63,-2.46,1.92,-1.45,1.43,-0.41,-2.16,-1.05,-0.42,-0.18,0.08,-0.13,-0.12,0.06,-0.25,-0.13,0.06,-0.26,-0.15,0.05,-0.15,-0.05,-0.28,-0.28,-0.42,-0.42,-0.30,-0.48,-0.56,-0.56,-0.72,-0.49,-0.36,-1.81,-0.41,NOT_EX
-0.25,-0.13,0.06,-0.26,-0.15,0.05,-0.15,-0.05,-0.28,-0.28,-0.42,-0.42,-0.30,-0.48,-0.56,-0.56,-0.72,-0.49,-0.36,-1.81,-0.41,-0.11,-1.88,-0.59,0.10,-1.77,-1.39,-3.23,0.19,-3.67,-7.01,0.07,-2.00,-6.32,1.55,-1.30,-3.88,0.70,-2.98,-4.42,0.68,-3.61,-2.16,1.09,-2.67,NOT_EX
0.38,-3.85,-4.57,1.31,-3.97,-1.46,0.69,-3.18,-0.34,1.37,-1.66,0.86,1.42,-0.56,1.78,2.09,1.17,3.44,1.33,1.26,3.14,3.39,5.32,2.30,-1.30,2.97,-0.34,1.20,2.32,-3.53,-0.35,2.39,-4.49,0.52,-1.41,-4.18,0.09,-4.92,-1.47,0.66,-4.13,-0.79,1.72,-3.66,-0.87,EX_PEAK
0.09,-4.92,-1.47,0.66,-4.13,-0.79,1.72,-3.66,-0.87,1.22,-2.07,0.42,2.11,0.22,3.72,2.61,1.51,3.76,2.82,4.42,2.54,1.35,2.61,1.14,-0.42,2.73,-2.00,1.12,2.89,-3.78,-0.79,-0.30,-3.95,-0.78,-4.38,-3.65,2.30,-4.68,-0.64,1.65,-2.50,0.32,1.34,-2.17,2.02,EX_PEAK
-0.78,-4.38,-3.65,2.30,-4.68,-0.64,1.65,-2.50,0.32,1.34,-2.17,2.02,2.91,0.45,3.53,1.86,2.77,3.98,2.75,3.63,2.10,-1.06,7.76,-1.54,4.48,1.68,-2.19,-2.58,0.25,-2.37,0.66,-2.45,-3.18,-1.08,-4.41,-3.37,2.42,-4.55,-1.72,1.73,-4.38,-0.12,1.95,-1.40,1.20,EX_PEAK
2.42,-4.55,-1.72,1.73,-4.38,-0.12,1.95,-1.40,1.20,1.01,-0.01,1.50,2.89,1.33,3.58,2.98,2.98,3.07,2.55,3.73,0.49,-0.84,4.83,-1.34,0.99,4.21,-1.00,2.30,2.58,-1.34,2.01,1.94,-2.17,-0.09,-3.03,-3.86,1.57,-5.25,-3.40,0.67,-4.42,-0.21,2.01,-2.93,0.71,EX_PEAK
1.57,-5.25,-3.40,0.67,-4.42,-0.21,2.01,-2.93,0.71,1.96,-1.40,1.40,2.07,-0.12,1.95,2.20,0.13,2.15,0.36,2.05,1.35,1.15,7.56,-2.62,0.84,1.61,-1.45,-1.15,1.59,-1.95,-1.35,0.06,-3.43,0.04,-1.25,-3.46,-0.79,-3.44,-3.86,1.38,-4.60,-2.56,2.41,-3.32,0.73,EX_PEAK
1.38,-4.60,-2.56,2.41,-3.32,0.73,1.93,-2.86,1.77,2.09,-0.16,3.14,2.36,1.22,3.65,1.60,4.78,2.10,2.30,2.63,1.38,-0.36,5.25,-1.96,1.91,2.04,-2.26,-2.31,0.89,-3.73,-0.58,-0.81,-3.70,1.46,-2.86,-3.16,-0.13,-3.10,-2.90,1.37,-3.54,-0.68,1.55,-3.96,-0.20,EX_PEAK
1.55,-3.96,-0.20,1.59,-2.26,0.94,2.11,0.33,2.84,2.60,1.18,3.43,3.73,4.11,3.67,0.80,2.69,0.85,0.45,4.78,-1.53,0.47,4.75,-1.13,0.34,4.00,-1.02,-2.23,0.43,-4.73,0.10,-0.59,-4.23,0.57,-3.08,-3.27,0.20,-3.52,-1.19,1.17,-3.89,-0.39,1.76,-2.43,-0.30,EX_PEAK
1.17,-3.89,-0.39,1.76,-2.43,-0.30,1.69,-2.15,0.01,2.06,0.31,2.35,2.15,1.54,3.36,2.74,3.68,3.36,1.92,2.11,0.84,1.72,4.33,-1.35,-0.91,3.05,-1.66,0.69,2.51,-1.53,-1.48,0.37,-3.20,-0.54,-0.89,-3.57,0.49,-1.66,-3.22,-1.11,-2.68,-3.95,0.75,-3.80,-0.30,EX_PEAK
0.72,-3.83,-0.22,2.39,-2.49,1.53,1.95,-2.18,1.41,1.80,1.19,2.73,3.68,3.22,3.83,1.03,2.99,1.74,0.35,0.54,-1.20,-0.60,4.79,-3.08,-0.26,3.57,-2.26,1.30,2.95,-3.08,1.62,2.68,-3.03,0.06,-2.57,-2.43,-0.85,-4.36,-1.88,-0.49,-3.10,-1.12,2.80,-1.67,0.18,EX_PEAK
-0.85,-4.36,-1.88,-0.49,-3.10,-1.12,2.80,-1.67,0.18,2.41,-1.33,1.12,1.69,-0.03,1.47,1.42,0.07,1.37,2.16,0.98,2.39,-1.21,5.84,2.05,3.49,1.11,1.24,0.58,2.03,-2.33,-0.15,2.86,-2.06,-2.13,0.27,-3.02,-0.68,-0.72,-2.67,0.58,-2.97,-3.13,-1.46,-3.89,-3.60,EX_PEAK
2.25,-1.66,0.78,1.82,-0.20,1.39,1.67,0.74,2.47,3.90,2.80,3.81,-0.07,2.38,2.49,2.10,1.76,-0.33,1.37,2.17,-0.84,-1.01,6.14,-1.54,1.20,2.54,-2.11,0.01,1.33,-2.90,-1.56,-0.40,-2.60,-0.85,-0.23,-2.34,-0.56,-2.33,-2.62,0.46,-3.78,-1.45,0.14,-3.24,-1.01,EX_PEAK
0.88,1.41,2.58,2.47,3.31,1.17,-2.08,2.04,-0.29,1.72,3.02,-1.17,-0.84,2.62,-2.81,-1.71,2.31,-3.31,0.38,-3.85,-4.57,1.31,-3.97,-1.46,0.69,-3.18,-0.34,1.37,-1.66,0.86,1.42,-0.56,1.78,2.09,1.17,3.44,1.33,1.26,3.14,3.39,5.32,2.30,-1.30,2.97,-0.34,EX_TROU
2.09,1.17,3.44,1.33,1.26,3.14,3.39,5.32,2.30,-1.30,2.97,-0.34,1.20,2.32,-3.53,-0.35,2.39,-4.49,0.52,-1.41,-4.18,0.09,-4.92,-1.47,0.66,-4.13,-0.79,1.72,-3.66,-0.87,1.22,-2.07,0.42,2.11,0.22,3.72,2.61,1.51,3.76,2.82,4.42,2.54,1.35,2.61,1.14,EX_TROU
2.61,1.51,3.76,2.82,4.42,2.54,1.35,2.61,1.14,-0.42,2.73,-2.00,1.12,2.89,-3.78,-0.79,-0.30,-3.95,-0.78,-4.38,-3.65,2.30,-4.68,-0.64,1.65,-2.50,0.32,1.34,-2.17,2.02,2.91,0.45,3.53,1.86,2.77,3.98,2.75,3.63,2.10,-1.06,7.76,-1.54,4.48,1.68,-2.19,EX_TROU
1.86,2.77,3.98,2.75,3.63,2.10,-1.06,7.76,-1.54,4.48,1.68,-2.19,-2.58,0.25,-2.37,0.66,-2.45,-3.18,-1.08,-4.41,-3.37,2.42,-4.55,-1.72,1.73,-4.38,-0.12,1.95,-1.40,1.20,1.01,-0.01,1.50,2.89,1.33,3.58,2.98,2.98,3.07,2.55,3.73,0.49,-0.84,4.83,-1.34,EX_TROU
2.98,2.98,3.07,2.55,3.73,0.49,-0.84,4.83,-1.34,0.99,4.21,-1.00,2.30,2.58,-1.34,2.01,1.94,-2.17,-0.09,-3.03,-3.86,1.57,-5.25,-3.40,0.67,-4.42,-0.21,2.01,-2.93,0.71,1.96,-1.40,1.40,2.07,-0.12,1.95,2.20,0.13,2.15,0.36,2.05,1.35,1.15,7.56,-2.62,EX_TROU
0.36,2.05,1.35,1.15,7.56,-2.62,0.84,1.61,-1.45,-1.15,1.59,-1.95,-1.35,0.06,-3.43,0.04,-1.25,-3.46,-0.79,-3.44,-3.86,1.38,-4.60,-2.56,2.41,-3.32,0.73,1.93,-2.86,1.77,2.09,-0.16,3.14,2.36,1.22,3.65,1.60,4.78,2.10,2.30,2.63,1.38,-0.36,5.25,-1.96,EX_TROU
2.30,2.63,1.38,-0.36,5.25,-1.96,1.91,2.04,-2.26,-2.31,0.89,-3.73,-0.58,-0.81,-3.70,1.46,-2.86,-3.16,-0.13,-3.10,-2.90,1.37,-3.54,-0.68,1.55,-3.96,-0.20,1.59,-2.26,0.94,2.11,0.33,2.84,2.60,1.18,3.43,3.73,4.11,3.67,0.80,2.69,0.85,0.45,4.78,-1.53,EX_TROU
0.80,2.69,0.85,0.45,4.78,-1.53,0.47,4.75,-1.13,0.34,4.00,-1.02,-2.23,0.43,-4.73,0.10,-0.59,-4.23,0.57,-3.08,-3.27,0.20,-3.52,-1.19,1.17,-3.89,-0.39,1.76,-2.43,-0.30,1.69,-2.15,0.01,2.06,0.31,2.35,2.15,1.54,3.36,2.74,3.68,3.36,1.92,2.11,0.84,EX_TROU
-0.91,3.05,-1.66,0.69,2.51,-1.53,-1.48,0.37,-3.20,-0.54,-0.89,-3.57,0.49,-1.66,-3.22,-1.11,-2.68,-3.95,0.75,-3.80,-0.30,0.72,-3.83,-0.22,2.39,-2.49,1.53,1.95,-2.18,1.41,1.80,1.19,2.73,3.68,3.22,3.83,1.03,2.99,1.74,0.35,0.54,-1.20,-0.60,4.79,-3.08,EX_TROU
1.03,2.99,1.74,0.35,0.54,-1.20,-0.60,4.79,-3.08,-0.26,3.57,-2.26,1.30,2.95,-3.08,1.62,2.68,-3.03,0.06,-2.57,-2.43,-0.85,-4.36,-1.88,-0.49,-3.10,-1.12,2.80,-1.67,0.18,2.41,-1.33,1.12,1.69,-0.03,1.47,1.42,0.07,1.37,2.16,0.98,2.39,-1.21,5.84,2.05,EX_TROU
-1.21,5.84,2.05,3.49,1.11,1.24,0.58,2.03,-2.33,-0.15,2.86,-2.06,-2.13,0.27,-3.02,-0.68,-0.72,-2.67,0.58,-2.97,-3.13,-1.46,-3.89,-3.60,1.67,-3.36,0.38,2.58,-2.88,0.48,2.25,-1.66,0.78,1.82,-0.20,1.39,1.67,0.74,2.47,3.90,2.80,3.81,-0.07,2.38,2.49,EX_TROU
1.37,-2.83,2.79,0.24,-2.83,0.28,-0.43,-2.89,0.66,-2.21,-2.08,-1.23,-1.98,-1.93,-2.34,-1.70,0.27,-2.25,-2.93,1.68,-2.77,-0.42,4.45,-1.45,-0.10,4.93,2.84,1.46,2.91,0.64,1.02,3.61,1.47,-1.02,1.26,2.91,0.62,-0.24,5.30,1.52,-1.46,3.24,1.90,-4.72,2.29,EX_PEAK
-1.84,-3.29,0.31,-2.08,-3.17,-1.26,-1.00,-2.49,-1.03,-1.32,-1.47,-1.46,-2.45,1.15,-2.88,-0.16,3.40,-4.22,-0.22,5.12,-2.22,-3.73,2.25,2.42,-2.39,2.47,1.16,-0.92,1.29,2.57,-0.54,0.32,4.87,1.85,-2.78,3.01,0.49,-5.06,2.02,-0.49,-2.49,0.45,1.07,-3.10,0.90,EX_PEAK
-1.93,-2.08,-1.56,-1.23,-0.99,-1.89,-1.39,0.26,-2.07,-5.61,2.82,-5.27,-3.89,2.12,-5.53,-0.22,2.72,2.73,-0.45,2.34,0.17,-0.29,3.85,0.95,-0.66,3.24,1.33,-1.78,0.97,2.39,1.48,0.60,4.85,0.74,-1.13,3.18,1.10,-1.88,1.74,1.27,-2.58,1.72,-0.45,-2.45,0.04,EX_PEAK
-1.36,-2.15,-0.76,-0.58,-1.93,-1.25,-0.72,-1.66,-1.32,-1.36,-0.13,-2.39,-1.62,-0.00,-2.97,-1.38,1.31,-2.96,-1.54,1.55,-2.94,-2.26,3.88,1.04,-0.94,3.14,1.49,-1.16,2.13,1.55,0.11,0.14,4.62,0.68,-1.61,4.27,1.29,-2.79,2.21,1.18,-2.87,2.12,-0.34,-1.73,0.16,EX_PEAK
-1.13,-1.84,-1.36,-1.24,-0.96,-1.84,-1.27,-0.79,-1.90,-1.07,-0.22,-2.25,-1.11,0.48,-2.46,-1.17,0.53,-2.51,0.14,2.22,0.96,-2.82,3.37,1.26,0.29,2.77,1.79,-0.78,1.91,1.05,-0.82,1.10,2.59,-0.15,0.67,3.83,0.06,0.35,3.89,0.97,-3.15,2.38,0.50,-3.60,2.12,EX_PEAK
-0.68,-2.12,-1.68,-1.27,-1.60,-1.71,-1.41,-0.38,-1.88,-1.45,0.80,-2.36,-1.67,1.17,-3.53,0.04,1.92,-1.67,-3.60,1.23,0.53,1.18,3.05,1.25,-0.69,3.22,0.99,-1.14,1.88,1.85,-1.27,1.88,1.93,0.47,-0.64,3.91,0.52,-1.89,2.34,1.32,-1.83,2.22,-1.25,-4.67,1.62,EX_PEAK
