% Data generated on Wed Nov 18 22:18:23 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE y8 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE y9 NUMERIC
@ATTRIBUTE z9 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
1.00,-1.28,-1.82,-0.07,-1.20,-1.44,-0.72,1.81,-3.04,-0.22,0.88,-1.36,1.14,2.91,-0.58,0.67,3.21,-0.85,-2.42,1.72,0.80,-1.93,-0.58,1.27,-0.51,-0.54,0.35,EX_PEAK
0.24,1.42,-3.05,0.02,0.27,-0.41,0.05,1.55,-0.75,0.21,1.96,-0.46,0.03,1.85,-0.35,-0.07,1.55,-0.21,-2.15,1.77,0.48,-1.41,0.47,0.82,-2.17,-0.82,2.12,EX_PEAK
-0.52,1.07,-2.36,-0.22,-0.24,-0.30,-0.93,0.56,-0.41,-0.15,2.02,-0.15,-0.60,2.22,-0.71,-1.40,1.85,0.60,-1.68,0.61,0.84,-1.37,-0.13,0.97,-0.41,-0.30,0.32,EX_PEAK
-0.92,-0.34,-1.61,-0.38,2.65,-1.19,1.36,0.42,-0.83,0.84,0.74,-0.22,-0.12,1.67,-0.67,-0.32,2.24,-0.30,-2.23,2.00,0.70,-2.31,0.77,1.14,-1.52,-0.02,1.25,EX_PEAK
-0.48,-1.38,-1.99,-0.14,-0.80,-1.86,-1.92,0.87,-0.57,-1.93,2.03,-1.40,1.54,2.13,-0.62,-0.27,1.85,-0.24,0.79,1.55,-0.88,-1.23,1.02,0.37,-1.26,-0.14,0.35,EX_PEAK
-1.58,-0.31,1.47,-1.12,-1.18,1.46,-0.44,-0.95,0.79,-2.86,-2.73,1.36,-3.22,-6.76,-1.15,-1.25,-4.72,-2.15,2.12,-1.55,-2.81,-0.25,-1.23,-1.64,-1.51,0.41,-0.91,EX_TROU
-1.09,-0.79,1.30,-0.47,-0.83,0.60,-0.62,-1.16,0.60,-0.21,-1.22,-0.23,0.42,-1.11,-0.16,0.42,-1.13,0.65,0.69,-2.24,-0.06,0.08,-0.34,-1.27,0.32,-0.92,-1.65,EX_TROU
-0.53,-0.62,0.68,-2.38,-2.10,1.46,-1.54,-0.43,0.72,1.34,-0.49,-0.74,-2.27,0.28,1.62,0.03,-1.92,-0.84,0.01,-0.28,-2.19,-1.06,0.81,-2.28,0.43,0.71,-2.93,EX_TROU
-0.90,-0.79,0.61,-0.29,-1.58,-0.56,-0.14,-1.05,-0.09,-0.24,-1.80,-1.15,0.49,-2.00,-0.95,1.00,-1.28,-1.82,-0.07,-1.20,-1.44,-0.72,1.81,-3.04,-0.22,0.88,-1.36,EX_TROU
-1.18,-2.41,2.32,-0.03,-0.38,0.21,0.09,-1.02,-0.25,-2.84,-0.87,0.60,-4.14,0.42,1.70,1.22,-2.84,-1.46,-3.06,-1.53,-0.15,-2.16,0.37,-1.08,0.66,-0.31,-2.02,EX_TROU
-1.63,-0.69,0.92,-0.38,-0.98,0.88,0.35,-0.72,-0.16,0.21,-0.72,0.43,0.38,-1.16,0.65,-1.09,-2.32,-1.20,0.09,-0.96,-1.30,0.33,-1.51,-2.13,-0.47,0.65,-1.35,EX_TROU
-0.57,-1.02,0.57,1.52,-0.85,-0.56,-0.71,-1.57,-0.29,1.10,0.07,-0.17,-0.90,-2.10,-0.49,-0.74,-2.62,-0.75,0.52,-0.76,-1.79,-0.92,-0.34,-1.61,-0.38,2.65,-1.19,EX_TROU
-0.82,-1.02,0.88,-0.55,-1.18,0.49,0.04,-1.15,-0.04,2.24,-0.01,0.26,-0.85,-3.22,-0.28,-0.48,-1.38,-1.99,-0.14,-0.80,-1.86,-1.92,0.87,-0.57,-1.93,2.03,-1.40,EX_TROU
0.27,-1.14,1.24,-0.46,-0.85,2.53,-0.37,0.29,0.98,1.44,-1.01,1.68,-1.75,1.77,0.88,-1.00,1.26,1.07,0.84,1.38,0.02,0.56,1.31,-0.64,1.28,1.15,-1.62,EX_PEAK
-0.46,0.10,2.80,-1.12,0.63,3.46,-1.07,0.30,1.83,-0.16,0.50,0.40,-1.38,2.79,0.35,1.12,0.93,0.10,1.40,1.31,-0.56,1.36,1.36,-0.91,1.47,1.54,-2.09,EX_PEAK
0.47,1.62,0.71,0.11,1.60,0.04,-0.23,1.19,-0.28,-0.46,1.20,-0.92,0.27,2.29,-3.23,0.96,0.36,-0.76,1.93,0.05,-1.85,3.97,-1.07,-1.48,3.42,-0.50,-0.70,EX_PEAK
-0.12,0.76,2.58,-0.36,-0.00,1.82,0.22,0.49,0.62,0.28,1.03,0.67,-0.39,0.77,-0.67,0.15,0.52,-0.62,0.20,0.75,0.19,0.52,0.76,0.01,0.96,0.89,-1.38,EX_PEAK
0.06,-0.24,2.48,0.10,-0.04,2.49,-1.09,0.79,0.96,-0.29,1.40,1.22,0.87,0.85,-0.01,0.58,0.50,0.13,-0.11,1.44,-0.52,0.85,1.35,-1.05,1.15,0.80,-1.58,EX_PEAK
-0.62,-0.06,0.96,-0.28,-0.14,2.08,-0.92,1.34,2.32,-1.21,0.25,1.87,-1.13,1.48,0.78,0.01,1.34,-0.40,0.73,0.42,0.39,0.38,1.35,-0.55,0.50,0.94,-0.68,EX_PEAK
-0.87,0.68,4.18,-2.18,1.67,2.58,0.13,0.72,0.70,0.55,2.49,0.34,0.09,1.24,-0.07,-0.10,1.10,-0.30,-0.29,1.32,-1.28,1.24,0.52,-0.47,0.95,0.71,-1.20,EX_PEAK
1.46,-0.16,1.02,-1.30,1.19,3.87,-0.17,1.58,0.74,0.04,3.26,0.92,-1.05,2.04,-0.31,-0.35,1.75,-1.83,0.53,0.98,-1.73,0.18,0.54,-0.89,3.93,-0.25,-3.90,EX_PEAK
0.42,-1.55,1.79,-0.51,0.96,3.42,-1.67,0.68,4.46,-0.56,2.52,0.30,-0.03,1.91,0.01,0.47,1.42,-0.83,0.74,0.50,0.12,0.88,0.21,-0.61,0.31,-0.49,-0.30,EX_PEAK
0.70,-1.09,1.13,0.63,0.23,1.70,0.87,2.74,2.38,0.26,0.59,0.72,1.00,2.13,0.15,-0.52,1.71,-0.32,0.12,1.08,-0.33,-0.42,1.17,-2.06,0.18,1.12,-1.55,EX_PEAK
1.45,0.81,-1.63,1.55,-0.30,-2.06,1.25,-1.60,-1.26,0.71,-1.40,-0.78,1.47,-1.05,0.42,0.74,-2.82,0.68,0.17,-0.71,0.83,-0.46,0.10,2.80,-1.12,0.63,3.46,EX_TROU
1.47,1.54,-2.09,1.42,0.35,-1.88,1.35,-1.36,-1.41,1.47,-2.90,-0.85,0.55,-4.39,0.72,-1.24,-2.20,0.65,0.04,-0.76,0.94,0.10,-0.67,1.51,-0.34,-0.28,2.66,EX_TROU
0.96,0.36,-0.76,1.93,0.05,-1.85,3.97,-1.07,-1.48,3.42,-0.50,-0.70,3.28,0.31,-0.23,1.18,-3.79,0.95,0.43,-0.88,0.36,-0.18,0.25,0.90,-0.12,0.76,2.58,EX_TROU
0.96,0.89,-1.38,1.01,0.68,-1.13,1.76,-0.19,-1.39,-0.21,-0.92,-0.47,2.17,-0.10,-0.49,0.84,-0.59,0.68,0.20,-1.55,0.45,0.07,-1.27,1.36,0.06,-0.24,2.48,EX_TROU
1.24,1.22,-1.09,0.23,-1.24,-1.55,0.27,-2.30,-0.45,0.94,0.42,0.15,0.34,-2.35,1.06,-0.40,-1.35,1.57,-0.62,-0.06,0.96,-0.28,-0.14,2.08,-0.92,1.34,2.32,EX_TROU
1.53,0.40,-1.65,1.41,0.31,-0.13,0.46,-0.35,-0.05,0.32,-0.37,0.09,2.05,-2.45,0.37,0.07,-1.40,0.38,0.25,-0.81,0.84,-0.37,-0.55,1.46,-0.87,0.68,4.18,EX_TROU
0.95,0.71,-1.20,1.59,0.42,-1.85,2.14,-0.25,-1.77,1.95,-1.48,-0.98,0.27,-0.46,-0.42,0.84,-2.79,0.74,-1.74,-1.58,0.65,0.01,-1.42,2.44,-0.21,-1.14,1.56,EX_TROU
0.18,0.54,-0.89,3.93,-0.25,-3.90,3.38,-0.90,-1.74,3.04,-1.51,-0.86,0.64,-3.50,0.92,0.06,-0.58,0.32,0.42,-1.55,1.79,-0.51,0.96,3.42,-1.67,0.68,4.46,EX_TROU
-0.12,0.09,-0.44,1.01,-0.26,-1.26,0.85,-0.72,-0.56,0.83,-0.52,0.03,0.47,-3.74,1.00,0.12,-1.30,1.65,0.70,-1.09,1.13,0.63,0.23,1.70,0.87,2.74,2.38,EX_TROU
0.12,0.05,0.06,0.10,0.06,-0.19,-0.02,0.00,-0.17,0.04,-0.21,-0.34,-0.01,-0.69,-0.29,-0.10,-1.43,-0.19,0.23,-3.68,-0.43,-0.68,1.16,-0.33,-0.63,2.32,0.10,NOT_EX
-0.10,-1.43,-0.19,0.23,-3.68,-0.43,-0.68,1.16,-0.33,-0.63,2.32,0.10,0.40,2.40,1.47,0.52,2.14,1.23,0.50,0.13,0.08,-0.74,0.09,0.48,0.19,-3.33,-0.95,NOT_EX
0.40,2.40,1.47,0.52,2.14,1.23,0.50,0.13,0.08,-0.74,0.09,0.48,0.19,-3.33,-0.95,3.03,1.80,-0.51,0.17,0.12,-0.45,-0.12,-0.23,-0.11,-0.31,-0.35,-0.14,NOT_EX
0.19,-3.33,-0.95,3.03,1.80,-0.51,0.17,0.12,-0.45,-0.12,-0.23,-0.11,-0.31,-0.35,-0.14,-0.19,-0.53,-0.28,0.01,-1.15,-0.40,-0.10,-3.76,-0.61,-0.43,-4.22,-2.10,NOT_EX
-0.19,-0.53,-0.28,0.01,-1.15,-0.40,-0.10,-3.76,-0.61,-0.43,-4.22,-2.10,3.62,4.51,1.11,-0.76,3.93,1.99,-0.96,2.45,1.77,-0.83,-0.63,1.39,-0.11,0.19,-0.11,NOT_EX
-0.76,3.93,1.99,-0.96,2.45,1.77,-0.83,-0.63,1.39,-0.11,0.19,-0.11,-0.99,-0.57,-0.31,0.07,-0.08,-0.13,0.18,0.06,-0.33,-0.00,-0.03,-0.32,0.03,-0.01,-0.46,NOT_EX
-0.99,-0.57,-0.31,0.07,-0.08,-0.13,0.18,0.06,-0.33,-0.00,-0.03,-0.32,0.03,-0.01,-0.46,-0.04,-0.59,-0.57,-0.07,-2.12,-0.43,2.04,-5.86,-2.97,2.81,1.61,0.86,NOT_EX
0.03,-0.01,-0.46,-0.04,-0.59,-0.57,-0.07,-2.12,-0.43,2.04,-5.86,-2.97,2.81,1.61,0.86,-0.19,3.87,0.91,0.27,2.65,2.11,-0.80,1.49,0.35,1.29,-0.06,-0.38,NOT_EX
-0.19,3.87,0.91,0.27,2.65,2.11,-0.80,1.49,0.35,1.29,-0.06,-0.38,0.42,-4.36,-4.13,-0.31,0.50,1.45,0.36,0.07,-0.42,-0.06,-0.07,-0.29,-0.22,-0.17,-0.35,NOT_EX
-0.31,0.50,1.45,0.36,0.07,-0.42,-0.06,-0.07,-0.29,-0.22,-0.17,-0.35,-0.32,-0.23,-0.31,-0.42,-1.15,-0.26,-0.13,-3.77,-1.38,-2.35,-1.46,-0.54,0.99,2.93,-0.47,NOT_EX
-0.32,-0.23,-0.31,-0.42,-1.15,-0.26,-0.13,-3.77,-1.38,-2.35,-1.46,-0.54,0.99,2.93,-0.47,-0.42,3.49,0.96,-0.28,2.38,0.77,-0.41,0.72,1.13,1.39,-0.39,-0.56,NOT_EX
-0.42,3.49,0.96,-0.28,2.38,0.77,-0.41,0.72,1.13,1.39,-0.39,-0.56,-0.19,0.39,-0.17,-0.07,-0.08,-0.47,0.53,0.11,-0.41,0.80,0.23,-0.48,0.33,0.10,-0.32,NOT_EX
-0.19,0.39,-0.17,-0.07,-0.08,-0.47,0.53,0.11,-0.41,0.80,0.23,-0.48,0.33,0.10,-0.32,0.11,-0.39,-0.24,0.37,-1.86,-0.28,0.63,-5.02,-1.39,-0.76,0.67,0.94,NOT_EX
0.33,0.10,-0.32,0.11,-0.39,-0.24,0.37,-1.86,-0.28,0.63,-5.02,-1.39,-0.76,0.67,0.94,0.73,2.65,1.77,-1.24,2.98,0.77,0.53,0.76,0.56,-1.56,0.83,-0.04,NOT_EX
0.73,2.65,1.77,-1.24,2.98,0.77,0.53,0.76,0.56,-1.56,0.83,-0.04,0.49,0.02,-0.58,0.66,-0.19,-0.61,-0.06,-0.11,0.15,-0.11,-0.11,0.09,-0.58,-0.17,0.20,NOT_EX
0.66,-0.19,-0.61,-0.06,-0.11,0.15,-0.11,-0.11,0.09,-0.58,-0.17,0.20,-0.83,-0.20,0.29,0.05,-0.05,0.03,-0.11,0.08,-0.43,-0.37,0.32,-0.92,-0.54,0.54,-0.78,NOT_EX
-0.83,-0.20,0.29,0.05,-0.05,0.03,-0.11,0.08,-0.43,-0.37,0.32,-0.92,-0.54,0.54,-0.78,-1.35,0.59,-1.31,-2.44,0.62,-2.45,-3.38,1.88,-2.43,-2.10,2.88,-3.18,NOT_EX
-1.35,0.59,-1.31,-2.44,0.62,-2.45,-3.38,1.88,-2.43,-2.10,2.88,-3.18,-2.38,2.49,-3.38,-1.01,1.51,-1.76,-0.81,0.75,-0.98,-0.94,0.60,-1.13,0.52,-0.06,-0.06,NOT_EX
-2.38,2.49,-3.38,-1.01,1.51,-1.76,-0.81,0.75,-0.98,-0.94,0.60,-1.13,0.52,-0.06,-0.06,1.52,0.40,-0.19,0.26,-0.03,-0.20,0.31,0.12,-0.12,0.04,0.05,-0.11,NOT_EX
1.52,0.40,-0.19,0.26,-0.03,-0.20,0.31,0.12,-0.12,0.04,0.05,-0.11,-0.07,0.05,-0.15,-0.05,-0.08,-0.24,0.20,-1.95,-0.22,0.53,-4.71,-0.54,-3.44,-0.67,-0.11,NOT_EX
-0.07,0.05,-0.15,-0.05,-0.08,-0.24,0.20,-1.95,-0.22,0.53,-4.71,-0.54,-3.44,-0.67,-0.11,-2.01,2.73,1.46,-0.50,3.27,0.75,-0.44,1.90,1.00,-1.84,0.99,0.67,NOT_EX
-2.01,2.73,1.46,-0.50,3.27,0.75,-0.44,1.90,1.00,-1.84,0.99,0.67,0.28,0.27,-0.67,-3.11,-1.04,2.02,0.19,0.17,0.26,0.02,-0.14,-0.18,0.17,-0.07,-0.49,NOT_EX
0.28,0.27,-0.67,-3.11,-1.04,2.02,0.19,0.17,0.26,0.02,-0.14,-0.18,0.17,-0.07,-0.49,0.31,-0.08,-0.74,-0.18,-0.39,-0.34,-0.22,-1.24,-0.26,-0.89,-5.26,-1.09,NOT_EX
0.31,-0.08,-0.74,-0.18,-0.39,-0.34,-0.22,-1.24,-0.26,-0.89,-5.26,-1.09,3.65,-2.16,-3.34,1.72,2.99,0.80,1.83,1.69,3.20,-0.83,1.50,0.78,-0.39,1.27,0.44,NOT_EX
3.65,-2.16,-3.34,1.72,2.99,0.80,1.83,1.69,3.20,-0.83,1.50,0.78,-0.39,1.27,0.44,0.77,0.56,-1.75,1.13,-0.99,-0.81,-0.30,-0.04,0.03,0.16,-0.02,-0.55,NOT_EX
-0.39,1.27,0.44,0.77,0.56,-1.75,1.13,-0.99,-0.81,-0.30,-0.04,0.03,0.16,-0.02,-0.55,0.92,0.24,-0.73,0.14,-0.03,-0.67,0.02,-0.82,-0.38,0.35,-3.00,-1.41,NOT_EX
0.92,0.24,-0.73,0.14,-0.03,-0.67,0.02,-0.82,-0.38,0.35,-3.00,-1.41,0.14,-4.94,-1.84,-0.19,-3.79,-2.86,-0.95,3.54,1.18,-0.79,2.96,1.03,-0.34,0.81,0.42,NOT_EX
-0.19,-3.79,-2.86,-0.95,3.54,1.18,-0.79,2.96,1.03,-0.34,0.81,0.42,-0.61,0.35,-0.39,0.04,-0.60,-0.41,0.84,-0.45,-0.63,0.19,0.02,-0.33,-0.01,-0.04,-0.34,NOT_EX
-0.61,0.35,-0.39,0.04,-0.60,-0.41,0.84,-0.45,-0.63,0.19,0.02,-0.33,-0.01,-0.04,-0.34,-0.36,-0.20,-0.48,0.04,-0.92,-0.34,-0.51,-2.41,-0.48,1.63,-5.37,-2.85,NOT_EX
-0.01,-0.04,-0.34,-0.36,-0.20,-0.48,0.04,-0.92,-0.34,-0.51,-2.41,-0.48,1.63,-5.37,-2.85,0.32,1.73,-0.10,-0.71,3.28,1.27,-0.24,2.22,1.11,-0.76,-0.19,1.47,NOT_EX
0.32,1.73,-0.10,-0.71,3.28,1.27,-0.24,2.22,1.11,-0.76,-0.19,1.47,0.07,0.32,-0.29,-0.57,-0.16,1.75,1.20,-0.17,-0.32,0.83,0.08,-0.56,0.10,0.04,-0.13,NOT_EX
0.07,0.32,-0.29,-0.57,-0.16,1.75,1.20,-0.17,-0.32,0.83,0.08,-0.56,0.10,0.04,-0.13,-0.09,0.04,-0.09,0.02,-0.18,-0.31,-0.36,-0.98,-0.24,-0.53,-2.55,-0.47,NOT_EX
-0.09,0.04,-0.09,0.02,-0.18,-0.31,-0.36,-0.98,-0.24,-0.53,-2.55,-0.47,0.85,-0.27,-0.95,-0.08,2.61,0.68,0.91,2.26,1.90,1.73,0.18,3.32,1.53,-1.74,3.12,NOT_EX
0.85,-0.27,-0.95,-0.08,2.61,0.68,0.91,2.26,1.90,1.73,0.18,3.32,1.53,-1.74,3.12,1.76,-2.26,3.74,1.97,-3.04,3.11,3.92,3.54,-1.38,-1.61,-0.78,-0.39,NOT_EX
1.76,-2.26,3.74,1.97,-3.04,3.11,3.92,3.54,-1.38,-1.61,-0.78,-0.39,-0.55,-0.20,0.28,1.03,0.14,-0.58,0.12,-0.07,0.16,0.22,-0.04,0.11,0.11,-0.00,-0.04,NOT_EX
1.03,0.14,-0.58,0.12,-0.07,0.16,0.22,-0.04,0.11,0.11,-0.00,-0.04,0.16,-0.04,-0.05,0.22,-0.16,-0.03,0.69,-0.69,1.06,2.04,-0.58,3.43,1.65,-0.28,2.28,NOT_EX
0.16,-0.04,-0.05,0.22,-0.16,-0.03,0.69,-0.69,1.06,2.04,-0.58,3.43,1.65,-0.28,2.28,0.81,-0.13,0.83,1.99,1.54,-1.83,0.48,0.30,-0.02,-0.05,0.03,0.08,NOT_EX
0.81,-0.13,0.83,1.99,1.54,-1.83,0.48,0.30,-0.02,-0.05,0.03,0.08,-0.21,-0.07,0.16,-0.09,-0.06,0.12,0.14,0.01,0.07,0.09,-0.03,0.02,0.86,0.14,-0.04,NOT_EX
-0.21,-0.07,0.16,-0.09,-0.06,0.12,0.14,0.01,0.07,0.09,-0.03,0.02,0.86,0.14,-0.04,0.34,0.08,0.05,0.13,0.04,-0.09,-0.04,0.01,-0.02,-0.09,0.01,-0.04,NOT_EX
0.34,0.08,0.05,0.13,0.04,-0.09,-0.04,0.01,-0.02,-0.09,0.01,-0.04,-0.07,-0.03,-0.03,0.14,-0.01,-0.03,-0.03,-0.02,0.01,0.14,-0.03,-0.05,0.01,-0.00,-0.00,NOT_EX
-0.07,-0.03,-0.03,0.14,-0.01,-0.03,-0.03,-0.02,0.01,0.14,-0.03,-0.05,0.01,-0.00,-0.00,0.12,0.04,-0.07,-0.13,-0.04,0.09,0.37,0.01,-0.02,0.11,0.04,-0.03,NOT_EX
0.12,0.04,-0.07,-0.13,-0.04,0.09,0.37,0.01,-0.02,0.11,0.04,-0.03,-0.00,0.02,-0.15,0.25,0.02,-0.22,0.29,0.09,-0.12,0.08,0.01,-0.03,-0.06,0.08,-0.03,NOT_EX
-0.00,0.02,-0.15,0.25,0.02,-0.22,0.29,0.09,-0.12,0.08,0.01,-0.03,-0.06,0.08,-0.03,-0.19,-0.01,0.10,-0.17,-1.24,-0.18,0.06,-3.09,-1.02,0.20,0.78,-0.40,NOT_EX
-0.19,-0.01,0.10,-0.17,-1.24,-0.18,0.06,-3.09,-1.02,0.20,0.78,-0.40,-0.37,1.58,0.27,0.06,1.16,1.19,-1.22,-0.15,1.14,0.03,-0.05,0.06,-1.01,-3.53,-0.71,NOT_EX
-0.37,1.58,0.27,0.06,1.16,1.19,-1.22,-0.15,1.14,0.03,-0.05,0.06,-1.01,-3.53,-0.71,-0.27,-0.32,-0.12,-0.38,-0.15,-0.03,0.05,-0.02,-0.14,0.14,0.00,-0.25,NOT_EX
-0.27,-0.32,-0.12,-0.38,-0.15,-0.03,0.05,-0.02,-0.14,0.14,0.00,-0.25,0.03,-0.16,-0.42,-0.38,-1.12,-0.17,-0.59,-3.37,-0.61,1.98,-1.50,-2.43,0.97,3.29,-0.30,NOT_EX
0.03,-0.16,-0.42,-0.38,-1.12,-0.17,-0.59,-3.37,-0.61,1.98,-1.50,-2.43,0.97,3.29,-0.30,0.84,3.51,-0.31,-0.46,2.23,1.28,0.40,1.14,1.54,-0.32,-0.37,0.33,NOT_EX
0.84,3.51,-0.31,-0.46,2.23,1.28,0.40,1.14,1.54,-0.32,-0.37,0.33,1.00,0.16,0.14,1.91,0.27,-1.04,0.39,0.11,-0.19,-0.05,-0.07,-0.11,-0.03,-0.16,-0.27,NOT_EX
1.00,0.16,0.14,1.91,0.27,-1.04,0.39,0.11,-0.19,-0.05,-0.07,-0.11,-0.03,-0.16,-0.27,0.04,-0.56,-0.39,0.09,-1.87,-0.29,0.42,-5.64,-1.35,2.11,1.08,0.44,NOT_EX
-0.03,-0.16,-0.27,0.04,-0.56,-0.39,0.09,-1.87,-0.29,0.42,-5.64,-1.35,2.11,1.08,0.44,2.28,3.48,0.42,0.57,2.62,1.73,0.14,2.05,1.61,-0.73,0.32,1.08,NOT_EX
2.28,3.48,0.42,0.57,2.62,1.73,0.14,2.05,1.61,-0.73,0.32,1.08,0.99,-0.58,-0.81,-0.23,-1.03,-0.99,-0.63,-0.28,-0.16,-0.07,-0.08,0.01,-0.16,-0.08,-0.16,NOT_EX
-0.23,-1.03,-0.99,-0.63,-0.28,-0.16,-0.07,-0.08,0.01,-0.16,-0.08,-0.16,-0.13,-0.11,-0.39,-0.37,-0.69,-0.36,-0.67,-2.12,-0.39,0.51,-5.90,-2.84,1.55,2.84,-1.20,NOT_EX
-0.13,-0.11,-0.39,-0.37,-0.69,-0.36,-0.67,-2.12,-0.39,0.51,-5.90,-2.84,1.55,2.84,-1.20,-1.58,2.91,1.38,-1.08,2.78,0.37,-0.63,1.68,0.96,-1.66,0.95,0.68,NOT_EX
1.55,2.84,-1.20,-1.58,2.91,1.38,-1.08,2.78,0.37,-0.63,1.68,0.96,-1.66,0.95,0.68,0.19,-1.70,-1.14,1.21,0.01,-0.95,0.57,0.07,-0.20,0.26,0.09,-0.23,NOT_EX
0.19,-1.70,-1.14,1.21,0.01,-0.95,0.57,0.07,-0.20,0.26,0.09,-0.23,0.09,-0.06,-0.22,-0.02,-0.19,-0.20,0.03,-1.18,-0.42,-0.16,-2.98,-1.02,-2.05,-1.58,-0.73,NOT_EX
0.09,-0.06,-0.22,-0.02,-0.19,-0.20,0.03,-1.18,-0.42,-0.16,-2.98,-1.02,-2.05,-1.58,-0.73,1.73,3.01,-0.06,0.06,3.46,1.73,-0.37,1.71,1.50,-1.84,-0.16,0.19,NOT_EX
1.73,3.01,-0.06,0.06,3.46,1.73,-0.37,1.71,1.50,-1.84,-0.16,0.19,-0.21,-0.05,-0.28,0.77,-1.69,-2.26,1.37,0.18,-0.38,0.21,0.01,-0.23,-0.14,-0.07,0.02,NOT_EX
0.77,-1.69,-2.26,1.37,0.18,-0.38,0.21,0.01,-0.23,-0.14,-0.07,0.02,-0.21,-0.01,-0.03,-0.41,-0.04,-0.28,-0.65,0.00,-0.55,-0.75,0.24,-0.39,-1.21,-0.19,-0.60,NOT_EX
-0.21,-0.01,-0.03,-0.41,-0.04,-0.28,-0.65,0.00,-0.55,-0.75,0.24,-0.39,-1.21,-0.19,-0.60,-2.65,0.34,-1.29,-2.73,2.91,-2.64,-2.57,2.87,-3.81,-1.92,1.47,-3.05,NOT_EX
-2.65,0.34,-1.29,-2.73,2.91,-2.64,-2.57,2.87,-3.81,-1.92,1.47,-3.05,-0.98,0.37,-0.89,-0.63,1.17,-1.86,-0.96,0.43,-1.28,-1.35,0.32,-1.14,0.75,-1.30,-0.30,NOT_EX
-0.98,0.37,-0.89,-0.63,1.17,-1.86,-0.96,0.43,-1.28,-1.35,0.32,-1.14,0.75,-1.30,-0.30,0.95,0.12,-0.24,0.02,0.06,0.26,0.31,0.13,-0.27,-0.04,0.05,-0.17,NOT_EX
0.95,0.12,-0.24,0.02,0.06,0.26,0.31,0.13,-0.27,-0.04,0.05,-0.17,-0.12,0.03,-0.18,-0.16,-0.23,-0.23,-0.51,-0.99,-0.21,-0.79,-2.12,-0.02,0.30,-5.29,-1.29,NOT_EX
-0.12,0.03,-0.18,-0.16,-0.23,-0.23,-0.51,-0.99,-0.21,-0.79,-2.12,-0.02,0.30,-5.29,-1.29,-0.17,1.91,-0.87,-1.35,3.14,0.17,0.00,3.29,1.42,-0.18,2.13,1.04,NOT_EX
0.30,-5.29,-1.29,-0.17,1.91,-0.87,-1.35,3.14,0.17,0.00,3.29,1.42,-0.18,2.13,1.04,-1.12,0.11,2.03,0.95,0.04,-0.66,-1.70,0.48,0.94,0.83,-0.04,-0.48,NOT_EX
-1.12,0.11,2.03,0.95,0.04,-0.66,-1.70,0.48,0.94,0.83,-0.04,-0.48,0.14,-0.07,-0.30,0.04,0.08,-0.22,0.01,0.04,-0.37,-0.04,-0.28,-0.44,-0.12,-0.92,-0.21,NOT_EX
0.14,-0.07,-0.30,0.04,0.08,-0.22,0.01,0.04,-0.37,-0.04,-0.28,-0.44,-0.12,-0.92,-0.21,-0.30,-3.07,-0.45,3.26,0.97,0.43,0.77,2.25,0.41,0.59,2.62,1.43,NOT_EX
-0.30,-3.07,-0.45,3.26,0.97,0.43,0.77,2.25,0.41,0.59,2.62,1.43,0.43,1.26,2.56,-0.98,1.13,-0.06,0.07,0.65,-0.96,-1.77,-0.57,1.77,1.31,-0.44,-0.83,NOT_EX
0.43,1.26,2.56,-0.98,1.13,-0.06,0.07,0.65,-0.96,-1.77,-0.57,1.77,1.31,-0.44,-0.83,0.02,0.00,-0.04,0.09,0.10,-0.28,-0.08,-0.06,-0.30,-0.24,-0.48,-0.53,NOT_EX
0.02,0.00,-0.04,0.09,0.10,-0.28,-0.08,-0.06,-0.30,-0.24,-0.48,-0.53,-0.42,-1.66,-0.25,-0.74,-4.77,-1.21,-1.33,0.26,-0.69,-1.95,3.16,0.87,-0.92,2.93,1.00,NOT_EX
-0.74,-4.77,-1.21,-1.33,0.26,-0.69,-1.95,3.16,0.87,-0.92,2.93,1.00,-0.33,2.42,1.26,-0.54,0.57,-0.02,0.08,0.02,-0.84,0.84,0.47,-0.47,-0.04,-0.04,-0.21,NOT_EX
