% Data generated on Wed Nov 18 22:18:01 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
-0.99,0.44,-0.67,-1.94,1.06,-1.61,-0.56,0.31,0.11,-0.30,-0.23,-0.35,0.28,-5.13,-2.28,NOT_EX
-0.56,0.31,0.11,-0.30,-0.23,-0.35,0.28,-5.13,-2.28,-0.78,0.97,-3.15,-2.25,2.19,2.00,NOT_EX
-0.78,0.97,-3.15,-2.25,2.19,2.00,0.69,0.06,-0.13,0.12,0.15,-0.07,-0.01,0.01,-0.16,NOT_EX
0.12,0.15,-0.07,-0.01,0.01,-0.16,-0.42,-1.09,-0.24,2.61,0.73,-2.29,0.98,0.92,4.60,NOT_EX
-0.42,-1.09,-0.24,2.61,0.73,-2.29,0.98,0.92,4.60,3.56,-3.52,5.28,0.72,0.34,0.20,NOT_EX
0.98,0.92,4.60,3.56,-3.52,5.28,0.72,0.34,0.20,0.24,-0.09,-0.07,0.14,-0.04,-0.00,NOT_EX
0.24,-0.09,-0.07,0.14,-0.04,-0.00,0.01,-0.22,-0.18,2.42,-2.68,-1.39,2.94,0.16,2.52,NOT_EX
0.01,-0.22,-0.18,2.42,-2.68,-1.39,2.94,0.16,2.52,-0.75,1.46,2.83,0.39,-0.89,0.40,NOT_EX
-0.75,1.46,2.83,0.39,-0.89,0.40,2.12,-0.60,0.01,0.41,-0.17,-0.03,-0.08,-0.11,-0.15,NOT_EX
2.12,-0.60,0.01,0.41,-0.17,-0.03,-0.08,-0.11,-0.15,-0.52,-1.58,-0.67,-0.77,2.13,-0.27,NOT_EX
-0.52,-1.58,-0.67,-0.77,2.13,-0.27,-1.56,3.01,3.22,0.06,0.36,0.13,0.46,0.04,0.19,NOT_EX
-1.56,3.01,3.22,0.06,0.36,0.13,0.46,0.04,0.19,-0.10,-0.00,-0.10,-0.36,-0.97,-0.37,NOT_EX
-0.10,-0.00,-0.10,-0.36,-0.97,-0.37,2.76,-6.10,-3.84,-0.83,2.19,3.50,-0.20,2.08,1.16,NOT_EX
-0.83,2.19,3.50,-0.20,2.08,1.16,-2.07,-3.37,-7.09,-0.35,0.40,0.03,-0.09,-0.03,-0.12,NOT_EX
-2.07,-3.37,-7.09,-0.35,0.40,0.03,-0.09,-0.03,-0.12,-0.24,-1.43,-0.41,-2.18,2.20,-1.22,NOT_EX
-0.24,-1.43,-0.41,-2.18,2.20,-1.22,-1.16,3.56,1.14,-0.10,1.22,1.33,2.53,-3.23,1.10,NOT_EX
-1.16,3.56,1.14,-0.10,1.22,1.33,2.53,-3.23,1.10,-0.28,0.10,0.02,-0.17,-0.37,-0.26,NOT_EX
-0.28,0.10,0.02,-0.17,-0.37,-0.26,-0.37,-1.70,-0.77,1.88,1.75,-2.35,-0.54,3.46,3.75,NOT_EX
-0.37,-1.70,-0.77,1.88,1.75,-2.35,-0.54,3.46,3.75,3.65,-1.66,6.50,-2.04,1.11,1.28,NOT_EX
-0.54,3.46,3.75,3.65,-1.66,6.50,-2.04,1.11,1.28,0.73,-0.49,-0.37,-0.01,0.02,-0.06,NOT_EX
0.73,-0.49,-0.37,-0.01,0.02,-0.06,-0.38,-1.47,-0.28,3.41,-1.55,3.52,1.91,0.21,4.67,NOT_EX
3.41,-1.55,3.52,1.91,0.21,4.67,0.10,0.47,2.67,1.40,0.35,-0.71,0.45,-0.06,-0.21,NOT_EX
0.10,0.47,2.67,1.40,0.35,-0.71,0.45,-0.06,-0.21,-0.02,0.05,-0.07,-0.21,-0.78,-0.39,NOT_EX
0.45,-0.06,-0.21,-0.02,0.05,-0.07,-0.21,-0.78,-0.39,3.10,-6.66,-4.20,-1.69,1.95,3.96,NOT_EX
3.10,-6.66,-4.20,-1.69,1.95,3.96,-0.67,1.87,2.60,0.60,2.98,-0.01,0.41,-0.07,-0.10,NOT_EX
-0.67,1.87,2.60,0.60,2.98,-0.01,0.41,-0.07,-0.10,0.14,-0.09,-0.13,-0.45,-1.21,-0.27,NOT_EX
0.14,-0.09,-0.13,-0.45,-1.21,-0.27,2.34,-5.22,-2.34,-0.13,2.26,3.12,-1.86,2.33,2.09,NOT_EX
2.34,-5.22,-2.34,-0.13,2.26,3.12,-1.86,2.33,2.09,-0.20,1.09,1.14,-0.69,0.65,-0.10,NOT_EX
-0.20,1.09,1.14,-0.69,0.65,-0.10,-0.10,0.01,-0.09,-0.30,-1.17,-0.36,-4.50,-2.50,-2.64,NOT_EX
-0.10,0.01,-0.09,-0.30,-1.17,-0.36,-4.50,-2.50,-2.64,-1.48,3.22,-1.36,-0.60,1.81,2.35,NOT_EX
-1.48,3.22,-1.36,-0.60,1.81,2.35,-1.98,-3.58,-5.68,-0.04,0.11,-0.06,-0.02,-0.12,-0.17,NOT_EX
-0.04,0.11,-0.06,-0.02,-0.12,-0.17,-0.72,-1.34,-0.68,2.68,0.96,-1.26,2.14,0.55,3.46,NOT_EX
-0.72,-1.34,-0.68,2.68,0.96,-1.26,2.14,0.55,3.46,2.10,-3.82,5.41,-2.40,3.68,0.08,NOT_EX
2.14,0.55,3.46,2.10,-3.82,5.41,-2.40,3.68,0.08,0.50,-0.53,-0.02,0.32,-0.04,-0.06,NOT_EX
0.50,-0.53,-0.02,0.32,-0.04,-0.06,0.21,-0.15,-0.07,0.76,-2.25,-1.11,3.46,-1.91,3.45,NOT_EX
0.21,-0.15,-0.07,0.76,-2.25,-1.11,3.46,-1.91,3.45,0.69,1.30,3.95,0.38,-0.32,2.99,NOT_EX
0.69,1.30,3.95,0.38,-0.32,2.99,-0.25,-0.40,-1.37,0.41,-0.02,-0.06,-0.18,0.06,0.11,NOT_EX
0.41,-0.02,-0.06,-0.18,0.06,0.11,-0.21,-0.27,-0.27,-0.08,-2.19,-1.46,2.15,0.63,-1.08,NOT_EX
-0.21,-0.27,-0.27,-0.08,-2.19,-1.46,2.15,0.63,-1.08,-0.86,2.25,2.34,0.30,-0.18,2.49,NOT_EX
2.15,0.63,-1.08,-0.86,2.25,2.34,0.30,-0.18,2.49,-3.15,-2.94,-4.53,0.58,-0.17,-0.02,NOT_EX
-3.15,-2.94,-4.53,0.58,-0.17,-0.02,0.03,0.01,-0.08,0.02,-0.28,-0.24,0.19,-2.09,-1.32,NOT_EX
0.03,0.01,-0.08,0.02,-0.28,-0.24,0.19,-2.09,-1.32,3.20,-5.76,-3.69,-0.54,3.37,1.59,NOT_EX
3.20,-5.76,-3.69,-0.54,3.37,1.59,0.25,1.75,0.05,4.09,-1.16,-0.04,0.36,-0.09,0.03,NOT_EX
0.25,1.75,0.05,4.09,-1.16,-0.04,0.36,-0.09,0.03,-0.15,-0.07,-0.19,-0.06,-0.77,-0.42,NOT_EX
-0.15,-0.07,-0.19,-0.06,-0.77,-0.42,-1.33,-4.05,-3.40,-1.13,1.88,2.58,-2.06,1.97,0.57,NOT_EX
-1.13,1.88,2.58,-2.06,1.97,0.57,0.90,0.85,-1.41,-0.81,1.20,-0.17,-0.11,0.07,0.03,NOT_EX
0.90,0.85,-1.41,-0.81,1.20,-0.17,-0.11,0.07,0.03,-0.02,-0.10,-0.22,-0.21,-2.43,-1.68,NOT_EX
-0.02,-0.10,-0.22,-0.21,-2.43,-1.68,2.20,1.72,-0.72,0.92,1.22,3.25,1.02,-1.33,4.97,NOT_EX
2.20,1.72,-0.72,0.92,1.22,3.25,1.02,-1.33,4.97,0.00,-2.56,2.30,0.00,0.30,0.25,NOT_EX
1.02,-1.33,4.97,0.00,-2.56,2.30,0.00,0.30,0.25,0.21,-0.09,0.02,0.30,-0.15,0.01,NOT_EX
0.21,-0.09,0.02,0.30,-0.15,0.01,-0.08,-0.15,0.04,-0.23,0.19,-0.01,-0.01,0.03,-0.05,NOT_EX
